source,variable,word,n,m,sd
gpt4,aoa,item,10,3.83,0.5881
gpt4,aoa,jacket,10,2.53,0.1981
gpt4,aoa,jewel,10,3.82,0.6736
gpt4,aoa,jungle,10,3.61,0.5669
gpt4,aoa,junk,10,4.09,0.9149
gpt4,aoa,justice,10,4.86,0.5884
gpt4,aoa,kill,10,3.43,0.3881
gpt4,aoa,knock,10,2.38,0.3396
gpt4,aoa,knowledge,10,4.51,0.3969
gpt4,aoa,lace,10,3.47,0.1781
gpt4,aoa,ladder,10,3.3,0.496
gpt4,aoa,launch,10,4.63,0.1781
gpt4,aoa,leaf,10,2.17,0.1721
gpt4,aoa,leisure,10,5.59,0.3409
gpt4,aoa,leopard,10,4.37,1.0041
gpt4,aoa,lettuce,10,2.93,0.3521
gpt4,aoa,limit,10,4.59,0.2029
gpt4,aoa,line,10,2.73,1.1961
gpt4,aoa,lobster,10,4.44,0.1164
gpt4,aoa,luck,10,3.68,0.2796
gpt4,aoa,luggage,10,4.13,0.1161
gpt4,aoa,lumber,10,4.66,0.2064
gpt4,aoa,lunch,10,2.37,0.1041
gpt4,aoa,lust,10,5.96,0.4304
gpt4,aoa,malice,10,5.78,0.3596
gpt4,aoa,mammal,10,5.02,0.1036
gpt4,aoa,mansion,10,4.82,0.5636
gpt4,aoa,marvel,10,4.99,0.4489
gpt4,aoa,mate,10,3.51,0.4229
gpt4,aoa,melon,10,3.11,0.3209
gpt4,aoa,menace,10,5.03,0.8921
gpt4,aoa,merchant,10,5.24,0.2264
gpt4,aoa,message,10,3.82,0.4016
gpt4,aoa,metal,10,3.29,0.2049
gpt4,aoa,methane,10,6.47,0.1501
gpt4,aoa,method,10,4.77,0.2241
gpt4,aoa,midst,10,5.58,0.4556
gpt4,aoa,mirror,10,2.55,0.2825
gpt4,aoa,mischief,10,4.85,0.5545
gpt4,aoa,mistress,10,5.62,0.3576
gpt4,aoa,model,10,3.79,0.2389
gpt4,aoa,moisture,10,5.1,0.062
gpt4,aoa,moment,10,3.68,0.1136
gpt4,aoa,monarch,10,5.28,0.2356
gpt4,aoa,monkey,10,2.4,0.146
gpt4,aoa,monster,10,2.99,0.2249
gpt4,aoa,mood,10,3.81,0.2529
gpt4,aoa,morsel,10,5.35,0.6745
gpt4,aoa,moth,10,3.91,0.4589
gpt4,aoa,mother,10,1.4,0.062
gpt4,aoa,mug,10,3.05,0.3225
gpt4,aoa,mural,10,5.53,0.5821
gpt4,aoa,myth,10,5.34,0.2084
gpt4,aoa,necklace,10,3.15,0.2025
gpt4,aoa,nectar,10,5.12,1.1436
gpt4,aoa,needle,10,3.22,0.2716
gpt4,aoa,neglect,10,5.26,0.2104
gpt4,aoa,neutral,10,5.71,0.3269
gpt4,aoa,notion,10,5.41,0.1309
gpt4,aoa,nuisance,10,5.33,0.2621
gpt4,aoa,nurture,10,5.04,0.4664
gpt4,aoa,office,10,4.09,0.3309
gpt4,aoa,ordeal,10,5.8,0.21
gpt4,aoa,outrage,10,5.77,0.3161
gpt4,aoa,packet,10,3.86,0.4404
gpt4,aoa,palace,10,4.03,0.5841
gpt4,aoa,pamphlet,10,5.7,0.234
gpt4,aoa,panther,10,4.75,0.8845
gpt4,aoa,parade,10,3.41,0.2669
gpt4,aoa,parrot,10,3.14,0.3244
gpt4,aoa,passage,10,4.95,0.4665
gpt4,aoa,passion,10,4.83,0.3281
gpt4,aoa,pause,10,4.34,0.1744
gpt4,aoa,pelvis,10,6.08,0.1316
gpt4,aoa,pension,10,6.3,0.078
gpt4,aoa,people,10,1.74,0.1124
gpt4,aoa,person,10,2.05,0.0745
gpt4,aoa,pest,10,3.79,0.7869
gpt4,aoa,phantom,10,5.43,0.2941
gpt4,aoa,phase,10,5,0.43
gpt4,aoa,pheasant,10,5.79,0.2169
gpt4,aoa,picket,10,5.43,0.3301
gpt4,aoa,picture,10,2.11,0.0429
gpt4,aoa,piece,10,2.04,0.2544
gpt4,aoa,pillow,10,2.22,0.5556
gpt4,aoa,pint,10,4.86,0.4384
gpt4,aoa,pity,10,4.68,0.4096
gpt4,aoa,plasma,10,6.71,0.1249
gpt4,aoa,plea,10,5.17,0.4061
gpt4,aoa,pleasure,10,4.6,0.61
gpt4,aoa,police,10,3.48,0.1996
gpt4,aoa,portrait,10,4.6,0.148
gpt4,aoa,power,10,4.01,0.2229
gpt4,aoa,prestige,10,6.32,0.0316
gpt4,aoa,pride,10,4.55,0.4025
gpt4,aoa,prince,10,3.17,0.1441
gpt4,aoa,princess,10,2.8,0.116
gpt4,aoa,prison,10,5,0.116
gpt4,aoa,product,10,4.6,0.326
gpt4,aoa,progress,10,4.74,0.4044
gpt4,aoa,project,10,4.57,0.4181
gpt4,aoa,pumpkin,10,3.25,0.2265
gpt4,aoa,punch,10,3.49,0.1669
gpt4,aoa,pupil,10,3.7,0.608
gpt4,aoa,puzzle,10,3.51,0.3189
gpt4,aoa,python,10,5.43,0.4381
gpt4,aoa,rain,10,1.76,0.0624
gpt4,aoa,rattle,10,2.48,0.3396
gpt4,aoa,reason,10,4,0.342
gpt4,aoa,recall,10,4.67,0.2241
gpt4,aoa,reject,10,4.67,0.4361
gpt4,aoa,report,10,4.78,0.3796
gpt4,aoa,reptile,10,3.71,0.4069
gpt4,aoa,resort,10,5.39,0.3609
gpt4,aoa,respect,10,4.02,0.1796
gpt4,aoa,risk,10,5.06,0.5164
gpt4,aoa,role,10,4.55,0.1985
gpt4,aoa,romance,10,5.34,0.1124
gpt4,aoa,rubble,10,5.6,0.396
gpt4,aoa,ruffle,10,5.09,0.4069
gpt4,aoa,saloon,10,5.5,0.312
gpt4,aoa,sandwich,10,2.83,0.1161
gpt4,aoa,scalpel,10,6.23,0.1741
gpt4,aoa,script,10,5.15,0.7985
gpt4,aoa,seed,10,2.85,0.2625
gpt4,aoa,sentence,10,4.36,0.8204
gpt4,aoa,service,10,4.72,0.2236
gpt4,aoa,settle,10,4.42,0.3036
gpt4,aoa,shaft,10,5.12,0.5396
gpt4,aoa,shame,10,4.5,0.582
gpt4,aoa,shark,10,3.42,0.4216
gpt4,aoa,shirt,10,2.09,0.3069
gpt4,aoa,shrug,10,4.46,1.0124
gpt4,aoa,signal,10,3.96,0.4424
gpt4,aoa,sin,10,4.53,0.3701
gpt4,aoa,sister,10,1.73,0.0981
gpt4,aoa,slave,10,4.57,0.3341
gpt4,aoa,sleep,10,1.4,0.212
gpt4,aoa,slope,10,5.06,0.1824
gpt4,aoa,slum,10,5.65,0.2845
gpt4,aoa,smear,10,5.33,0.3781
gpt4,aoa,smell,10,2,0.162
gpt4,aoa,snail,10,2.69,0.2049
gpt4,aoa,snort,10,4.31,0.6869
gpt4,aoa,soldier,10,4.44,0.3904
gpt4,aoa,sorrow,10,4.95,0.2405
gpt4,aoa,sparkle,10,4.12,0.7856
gpt4,aoa,spinach,10,3.74,0.4864
gpt4,aoa,spirit,10,3.94,0.0964
gpt4,aoa,spit,10,2.5,0.664
gpt4,aoa,spring,10,2.15,0.2265
gpt4,aoa,squash,10,3.86,0.3284
gpt4,aoa,squeeze,10,3.78,0.3996
gpt4,aoa,stab,10,4.83,0.5341
gpt4,aoa,status,10,5.47,0.4541
gpt4,aoa,stock,10,4.87,0.1381
gpt4,aoa,stomach,10,3.01,0.3189
gpt4,aoa,stove,10,3.18,0.2136
gpt4,aoa,strand,10,5,0.348
gpt4,aoa,stretch,10,3.35,0.0985
gpt4,aoa,stride,10,4.59,0.5829
gpt4,aoa,string,10,2.64,0.3724
gpt4,aoa,suburb,10,5.62,0.1616
gpt4,aoa,success,10,4.89,0.1629
gpt4,aoa,surgeon,10,5.75,0.3665
gpt4,aoa,sweater,10,2.93,0.1761
gpt4,aoa,sword,10,3.72,0.1856
gpt4,aoa,table,10,1.73,0.1441
gpt4,aoa,taboo,10,6.14,0.2004
gpt4,aoa,talent,10,4.37,0.2601
gpt4,aoa,terror,10,5.23,0.3781
gpt4,aoa,texture,10,5.22,0.2076
gpt4,aoa,throat,10,2.89,0.6069
gpt4,aoa,tiger,10,2.7,0.222
gpt4,aoa,toast,10,3.15,0.2785
gpt4,aoa,toilet,10,2.62,0.1896
gpt4,aoa,tortoise,10,3.85,0.3065
gpt4,aoa,town,10,2.48,0.2796
gpt4,aoa,toxin,10,6.29,0.1009
gpt4,aoa,traffic,10,4.21,0.1569
gpt4,aoa,transit,10,5.48,0.3376
gpt4,aoa,treason,10,6.38,0.1816
gpt4,aoa,treasure,10,3.75,0.3805
gpt4,aoa,trend,10,5.49,0.2649
gpt4,aoa,triumph,10,5.28,0.2976
gpt4,aoa,troll,10,4.97,0.6461
gpt4,aoa,trouble,10,3.91,0.4989
gpt4,aoa,trousers,10,2.67,0.0961
gpt4,aoa,trumpet,10,3.71,0.3369
gpt4,aoa,trust,10,3.62,0.4056
gpt4,aoa,tulip,10,3.53,0.2041
gpt4,aoa,tumble,10,3.25,0.4325
gpt4,aoa,typhoon,10,5.86,0.1944
gpt4,aoa,ulcer,10,6.31,0.1809
gpt4,aoa,urge,10,4.48,0.3496
gpt4,aoa,usher,10,5.18,0.2836
gpt4,aoa,venom,10,5.32,0.1336
gpt4,aoa,verge,10,5.26,0.2384
gpt4,aoa,version,10,5.29,0.3589
gpt4,aoa,victim,10,5.29,0.3069
gpt4,aoa,virtue,10,5.67,0.2861
gpt4,aoa,vowel,10,4.76,1.5684
gpt4,aoa,vulture,10,4.77,0.3361
gpt4,aoa,waitress,10,5.06,0.5804
gpt4,aoa,wallet,10,3.99,0.3049
gpt4,aoa,walnut,10,4.31,0.4729
gpt4,aoa,walrus,10,4.76,0.7424
gpt4,aoa,whimper,10,4.59,0.5489
gpt4,aoa,whisper,10,3.26,0.3844
gpt4,aoa,whore,10,6.75,0.1625
gpt4,aoa,wisdom,10,5.86,0.3204
gpt4,aoa,wish,10,2.71,0.0929
gpt4,aoa,wit,10,5.37,0.2181
gpt4,aoa,wood,10,2.23,0.1181
gpt4,aoa,wrath,10,5.35,0.3305
gpt4,aoa,wrestle,10,3.78,0.1816
gpt4,aoa,yeast,10,5.23,0.9941
gpt4,aoa,zebra,10,2.69,0.3009
gpt4,arousal,affair,10,7.37,0.3501
gpt4,arousal,aisle,10,3.09,0.1969
gpt4,arousal,anchor,10,3.75,0.3405
gpt4,arousal,anger,10,8.56,0.1304
gpt4,arousal,ant,10,2.73,0.4661
gpt4,arousal,applause,10,7.22,0.3016
gpt4,arousal,apple,10,3.08,0.6676
gpt4,arousal,apron,10,2.51,0.3549
gpt4,arousal,arson,10,8.22,0.0696
gpt4,arousal,art,10,5.24,0.3504
gpt4,arousal,artist,10,5.58,0.1876
gpt4,arousal,aspect,10,4.01,0.3909
gpt4,arousal,asthma,10,6.77,1.2541
gpt4,arousal,attempt,10,5.9,0.488
gpt4,arousal,author,10,4.58,0.8476
gpt4,arousal,baby,10,4.73,2.1221
gpt4,arousal,balloon,10,5.31,0.8529
gpt4,arousal,ban,10,5.48,0.6036
gpt4,arousal,bandage,10,3.84,0.6144
gpt4,arousal,basket,10,2.69,0.2469
gpt4,arousal,battle,10,8.36,0.1104
gpt4,arousal,bead,10,2.66,0.2864
gpt4,arousal,beer,10,5.76,1.2764
gpt4,arousal,beggar,10,5.12,1.0636
gpt4,arousal,belief,10,4.77,0.1841
gpt4,arousal,bitch,10,7.59,0.2609
gpt4,arousal,blame,10,6.54,0.1764
gpt4,arousal,bliss,10,5.44,3.9884
gpt4,arousal,blister,10,5.7,1.462
gpt4,arousal,blood,10,7.55,0.2725
gpt4,arousal,blouse,10,3.05,0.4205
gpt4,arousal,boast,10,6.38,0.3676
gpt4,arousal,bondage,10,7.18,1.2816
gpt4,arousal,bonnet,10,2.81,0.1449
gpt4,arousal,bounce,10,6.14,0.7184
gpt4,arousal,bowel,10,3.96,1.1124
gpt4,arousal,bowl,10,2.54,0.2644
gpt4,arousal,bracket,10,2.74,0.5504
gpt4,arousal,breakfast,10,3.86,0.6604
gpt4,arousal,breast,10,5.25,0.2605
gpt4,arousal,bulge,10,5,0.428
gpt4,arousal,button,10,3.24,0.1804
gpt4,arousal,camp,10,4.37,0.4801
gpt4,arousal,cancer,10,8.45,0.2585
gpt4,arousal,candle,10,2.93,0.3821
gpt4,arousal,candy,10,5.07,1.0741
gpt4,arousal,canoe,10,3.74,0.4304
gpt4,arousal,carcass,10,5.65,3.5205
gpt4,arousal,caress,10,5.4,1.83
gpt4,arousal,carpet,10,2.82,0.4716
gpt4,arousal,carriage,10,3.71,0.0849
gpt4,arousal,castle,10,4.99,0.8469
gpt4,arousal,cattle,10,3.3,0.364
gpt4,arousal,caution,10,6.14,0.3904
gpt4,arousal,cease,10,4.21,0.4469
gpt4,arousal,ceiling,10,2.57,0.1641
gpt4,arousal,chauffeur,10,4.41,0.4009
gpt4,arousal,chest,10,4.62,0.3096
gpt4,arousal,chew,10,4.36,0.8804
gpt4,arousal,child,10,4.34,0.5804
gpt4,arousal,chord,10,3.61,0.6589
gpt4,arousal,circuit,10,4.36,0.1804
gpt4,arousal,city,10,5.85,0.4765
gpt4,arousal,class,10,4.32,0.3016
gpt4,arousal,clergy,10,4.24,0.6824
gpt4,arousal,cloak,10,4.61,0.2389
gpt4,arousal,closure,10,4.9,0.632
gpt4,arousal,clover,10,3.24,0.6824
gpt4,arousal,coffin,10,6.93,2.5241
gpt4,arousal,column,10,3.3,0.16
gpt4,arousal,comb,10,2.34,0.5904
gpt4,arousal,compass,10,3.76,0.5604
gpt4,arousal,complex,10,5.4,0.286
gpt4,arousal,concept,10,4.29,0.4589
gpt4,arousal,consent,10,4.3,0.658
gpt4,arousal,console,10,4.2,0.85
gpt4,arousal,contempt,10,7.22,0.7936
gpt4,arousal,context,10,3.64,0.5164
gpt4,arousal,contract,10,5.11,0.1269
gpt4,arousal,costume,10,4.99,0.5549
gpt4,arousal,cottage,10,3.11,0.5289
gpt4,arousal,cotton,10,2.62,0.2596
gpt4,arousal,couch,10,2.41,0.2529
gpt4,arousal,cough,10,5.37,1.5401
gpt4,arousal,county,10,3.66,0.1904
gpt4,arousal,courage,10,6.25,0.4625
gpt4,arousal,crab,10,4.17,0.3361
gpt4,arousal,cricket,10,3.74,0.5484
gpt4,arousal,crisis,10,8.13,0.1121
gpt4,arousal,crude,10,5.85,0.2685
gpt4,arousal,crystal,10,4.92,0.4776
gpt4,arousal,cuddle,10,2.89,1.9289
gpt4,arousal,culture,10,4.27,0.5861
gpt4,arousal,cure,10,4.98,0.6736
gpt4,arousal,curtain,10,2.94,0.3984
gpt4,arousal,cushion,10,2.3,0.26
gpt4,arousal,dance,10,6.95,0.2205
gpt4,arousal,dandruff,10,3.14,0.4244
gpt4,arousal,dare,10,7.19,0.7209
gpt4,arousal,date,10,5.42,0.8476
gpt4,arousal,delight,10,6.43,1.5801
gpt4,arousal,desert,10,4.19,0.6869
gpt4,arousal,despair,10,8.12,0.1216
gpt4,arousal,dessert,10,4.64,1.2044
gpt4,arousal,device,10,4.91,0.2809
gpt4,arousal,dinner,10,3.87,0.8981
gpt4,arousal,disgust,10,7.7,0.482
gpt4,arousal,doctor,10,5.49,1.5429
gpt4,arousal,doctrine,10,4.67,0.4161
gpt4,arousal,donkey,10,3.95,0.7225
gpt4,arousal,doom,10,8.14,0.2064
gpt4,arousal,doubt,10,6.15,0.0405
gpt4,arousal,dread,10,7.74,4.4944
gpt4,arousal,duty,10,5.38,0.4796
gpt4,arousal,ease,10,2.52,0.9716
gpt4,arousal,employ,10,4.9,0.266
gpt4,arousal,escort,10,5.69,0.5129
gpt4,arousal,essence,10,4.08,0.1976
gpt4,arousal,excuse,10,5.01,0.4109
gpt4,arousal,faith,10,4.78,0.8576
gpt4,arousal,fame,10,6.78,0.3656
gpt4,arousal,farewell,10,5.87,0.4421
gpt4,arousal,fault,10,5.48,0.4576
gpt4,arousal,feat,10,6.25,0.1305
gpt4,arousal,fiction,10,4.88,0.3756
gpt4,arousal,figment,10,4.54,0.4464
gpt4,arousal,fire,10,7.69,0.2269
gpt4,arousal,flea,10,4.53,1.2141
gpt4,arousal,fleet,10,5.11,0.6889
gpt4,arousal,flourish,10,5.84,0.2284
gpt4,arousal,food,10,4.14,0.5364
gpt4,arousal,forehead,10,2.63,0.2641
gpt4,arousal,forge,10,5.47,0.3921
gpt4,arousal,fortress,10,4.92,0.4836
gpt4,arousal,fraud,10,7.4,0.58
gpt4,arousal,freedom,10,6.4,0.428
gpt4,arousal,function,10,4.28,0.2996
gpt4,arousal,fuss,10,5.87,0.2521
gpt4,arousal,gain,10,5.9,0.19
gpt4,arousal,game,10,6.33,0.1301
gpt4,arousal,garbage,10,4.33,1.8661
gpt4,arousal,giraffe,10,3.72,0.5516
gpt4,arousal,gist,10,4.6,0.24
gpt4,arousal,glacier,10,3.36,0.9964
gpt4,arousal,glee,10,7.12,0.2196
gpt4,arousal,gloom,10,6.13,3.1821
gpt4,arousal,goose,10,3.96,0.3084
gpt4,arousal,greed,10,7.41,0.1529
gpt4,arousal,grind,10,6.11,0.7789
gpt4,arousal,guilt,10,6.92,0.8056
gpt4,arousal,guitar,10,5.07,0.5741
gpt4,arousal,hall,10,3.44,0.5204
gpt4,arousal,ham,10,2.8,0.26
gpt4,arousal,hammock,10,2.33,0.5701
gpt4,arousal,hand,10,3.76,0.4844
gpt4,arousal,handle,10,4.08,0.2536
gpt4,arousal,harvest,10,4.28,0.7736
gpt4,arousal,hate,10,8.22,0.1736
gpt4,arousal,head,10,3.91,0.6449
gpt4,arousal,health,10,4.33,2.0041
gpt4,arousal,heaven,10,4.54,1.6344
gpt4,arousal,hit,10,7.32,0.2916
gpt4,arousal,honey,10,3.24,0.8364
gpt4,arousal,hope,10,5.66,1.7564
gpt4,arousal,hostage,10,8.36,0.1564
gpt4,arousal,hostess,10,4.53,0.2741
gpt4,arousal,hurdle,10,5.98,0.3236
gpt4,arousal,husband,10,4.5,0.318
gpt4,arousal,impress,10,6.29,0.2149
gpt4,arousal,incest,10,8.7,0.104
gpt4,arousal,island,10,4.58,0.5376
gpt4,arousal,issue,10,5.82,0.5016
gpt4,arousal,item,10,3.02,0.1636
gpt4,arousal,jacket,10,3.62,0.4436
gpt4,arousal,jewel,10,5.07,1.1041
gpt4,arousal,jungle,10,6.44,0.3704
gpt4,arousal,junk,10,3.85,0.7525
gpt4,arousal,justice,10,6.12,0.2856
gpt4,arousal,kill,10,8.51,0.3329
gpt4,arousal,knock,10,5.42,0.4856
gpt4,arousal,knowledge,10,4.58,0.7276
gpt4,arousal,lace,10,2.62,0.5596
gpt4,arousal,ladder,10,4.54,0.3984
gpt4,arousal,launch,10,6.98,0.6516
gpt4,arousal,leaf,10,2.8,0.258
gpt4,arousal,leisure,10,2.67,0.4501
gpt4,arousal,leopard,10,6.31,0.5269
gpt4,arousal,lettuce,10,2.27,0.3621
gpt4,arousal,limit,10,5.44,0.1324
gpt4,arousal,line,10,3.72,0.5456
gpt4,arousal,lobster,10,4.22,1.0536
gpt4,arousal,luck,10,5.71,0.5009
gpt4,arousal,luggage,10,4.07,0.4101
gpt4,arousal,lumber,10,3.5,0.35
gpt4,arousal,lunch,10,3.85,0.7265
gpt4,arousal,lust,10,8.17,0.1701
gpt4,arousal,malice,10,7.77,0.3421
gpt4,arousal,mammal,10,3.35,0.5025
gpt4,arousal,mansion,10,5.08,0.5076
gpt4,arousal,marvel,10,6.47,0.4441
gpt4,arousal,mate,10,5.29,0.4449
gpt4,arousal,melon,10,3.16,0.5804
gpt4,arousal,menace,10,7.82,0.2016
gpt4,arousal,merchant,10,4.92,0.1836
gpt4,arousal,message,10,4.94,0.3204
gpt4,arousal,metal,10,4.65,0.1905
gpt4,arousal,methane,10,4.28,2.5456
gpt4,arousal,method,10,3.93,0.4001
gpt4,arousal,midst,10,4.55,0.4725
gpt4,arousal,mirror,10,3.97,0.3761
