source,variable,word,n,m,sd
gpt4o,aoa,cattle,10,5.04,0.686699
gpt4o,aoa,caution,10,4.43,0.53135
gpt4o,aoa,cease,10,5.62,0.361478
gpt4o,aoa,ceiling,10,3.43,0.340098
gpt4o,aoa,chauffeur,10,6.27,0.36833
gpt4o,aoa,chest,10,3.17,0.543752
gpt4o,aoa,chew,10,2.15,0.337474
gpt4o,aoa,child,11,2.136364,0.452267
gpt4o,aoa,chord,10,5.39,0.613641
gpt4o,aoa,circuit,10,5.71,0.470106
gpt4o,aoa,city,10,2.84,0.577735
gpt4o,aoa,class,9,2.933333,0.380789
gpt4o,aoa,clergy,10,6,0.333333
gpt4o,aoa,cloak,10,4.97,0.630784
gpt4o,aoa,closure,10,5.4,0.210819
gpt4o,aoa,clover,10,5.05,0.761942
gpt4o,aoa,coffin,10,5.47,0.371334
gpt4o,aoa,column,11,4.527273,0.717065
gpt4o,aoa,comb,10,2.87,0.312872
gpt4o,aoa,compass,10,4.36,0.250333
gpt4o,aoa,complex,10,5.55,0.368932
gpt4o,aoa,concept,10,5.23,1.003383
gpt4o,aoa,consent,11,5.418182,0.545561
gpt4o,aoa,console,10,5.4,0.319722
gpt4o,aoa,contempt,10,5.98,0.33928
gpt4o,aoa,context,10,5.75,0.485913
gpt4o,aoa,contract,10,5.4,0.459468
gpt4o,aoa,costume,10,3.31,0.218327
gpt4o,aoa,cottage,10,4.43,0.323351
gpt4o,aoa,cotton,9,3.677778,0.435252
gpt4o,aoa,couch,10,3.01,0.369534
gpt4o,aoa,cough,10,2.65,0.411636
gpt4o,aoa,county,10,5.29,0.430633
gpt4o,aoa,courage,12,4.266667,0.328449
gpt4o,aoa,crab,11,3.345455,0.694786
gpt4o,aoa,cricket,10,4.04,0.591044
gpt4o,aoa,crisis,10,5.34,0.333999
gpt4o,aoa,crude,10,5.25,0.540062
gpt4o,aoa,crystal,10,4.34,0.340588
gpt4o,aoa,cuddle,10,2.66,0.552167
gpt4o,aoa,culture,10,5.14,0.365756
gpt4o,aoa,cure,10,4.5,0.953357
gpt4o,aoa,curtain,10,3.23,0.734923
gpt4o,aoa,cushion,10,3.5,0.235702
gpt4o,aoa,dance,10,2.51,0.33483
gpt4o,aoa,dandruff,10,5.31,0.540473
gpt4o,aoa,dare,10,3.58,0.376534
gpt4o,aoa,date,10,3.75,0.424918
gpt4o,aoa,delight,10,4.17,0.480856
gpt4o,aoa,desert,10,3.97,0.603784
gpt4o,aoa,despair,10,5.43,1.045679
gpt4o,aoa,dessert,10,2.95,0.380789
gpt4o,aoa,device,10,5.38,0.434102
gpt4o,aoa,dinner,10,2.3,0.258199
gpt4o,aoa,disgust,10,4.45,0.643342
gpt4o,aoa,doctor,10,2.7,0.421637
gpt4o,aoa,doctrine,15,6.173333,0.55093
gpt4o,aoa,donkey,10,3.85,0.625833
gpt4o,aoa,doom,10,5.29,0.987083
gpt4o,aoa,doubt,9,4.244444,0.250555
gpt4o,aoa,dread,10,5.23,0.478539
gpt4o,aoa,duty,10,4.63,0.462
gpt4o,aoa,ease,10,4.14,0.609554
gpt4o,aoa,employ,10,5.7,0.421637
gpt4o,aoa,escort,10,6.04,0.356526
gpt4o,aoa,essence,10,5.95,0.283823
gpt4o,aoa,excuse,10,3.15,0.241523
gpt4o,aoa,faith,10,4.17,0.408384
gpt4o,aoa,fame,9,4.422222,0.392994
gpt4o,aoa,farewell,10,4.53,0.480856
gpt4o,aoa,fault,10,4.14,0.53375
gpt4o,aoa,feat,10,5.4,0.459468
gpt4o,aoa,fiction,10,4.8,0.537484
gpt4o,aoa,figment,11,5.772727,0.765625
gpt4o,aoa,fire,10,2.23,0.416467
gpt4o,aoa,flea,10,4.25,1.111805
gpt4o,aoa,fleet,10,5.27,0.478539
gpt4o,aoa,flourish,10,5.53,0.41379
gpt4o,aoa,food,10,1.49,0.213177
gpt4o,aoa,forehead,10,3.09,0.712507
gpt4o,aoa,forge,10,5.75,0.542115
gpt4o,aoa,fortress,10,5.41,0.443346
gpt4o,aoa,fraud,10,6.08,0.293636
gpt4o,aoa,freedom,10,4.14,0.733636
gpt4o,aoa,function,10,5.28,0.441714
gpt4o,aoa,fuss,10,3.7,0.421637
gpt4o,aoa,gain,10,3.95,0.895979
gpt4o,aoa,game,10,1.94,0.368782
gpt4o,aoa,garbage,10,3,0.471405
gpt4o,aoa,giraffe,10,3.6,0.535413
gpt4o,aoa,gist,10,5.72,0.426354
gpt4o,aoa,glacier,10,5.61,0.314289
gpt4o,aoa,glee,10,4.71,0.683862
gpt4o,aoa,gloom,9,5.322222,0.349205
gpt4o,aoa,goose,10,2.94,0.424788
gpt4o,aoa,greed,10,4.88,0.637356
gpt4o,aoa,grind,10,4.3,0.586894
gpt4o,aoa,guilt,10,4.72,0.513809
gpt4o,aoa,guitar,10,4.05,0.283823
gpt4o,aoa,hall,10,2.85,0.411636
gpt4o,aoa,ham,10,2.85,0.337474
gpt4o,aoa,hammock,11,5.227273,0.931763
gpt4o,aoa,hand,10,1.48,0.193218
gpt4o,aoa,handle,10,3.2,0.258199
gpt4o,aoa,harvest,10,5.06,0.651835
gpt4o,aoa,hate,10,3.27,0.240601
gpt4o,aoa,head,10,1.81,0.328126
gpt4o,aoa,health,10,3.92,0.575036
gpt4o,aoa,heaven,10,3.78,0.415799
gpt4o,aoa,hit,10,2.4,0.459468
gpt4o,aoa,honey,10,2.8,0.258199
gpt4o,aoa,hope,10,3.03,0.503433
gpt4o,aoa,hostage,10,6.4,0.394405
gpt4o,aoa,hostess,10,5.14,0.389301
gpt4o,aoa,hurdle,14,5.257143,0.862656
gpt4o,aoa,husband,10,3.6,0.612826
gpt4o,aoa,impress,11,4.590909,0.735465
gpt4o,aoa,incest,12,6.5,0.825723
gpt4o,aoa,island,10,3.61,0.381372
gpt4o,aoa,issue,10,4.71,0.542525
gpt4o,aoa,item,10,3.95,0.550252
gpt4o,aoa,jacket,10,2.9,0.459468
gpt4o,aoa,jewel,9,4.088889,0.407567
gpt4o,aoa,jungle,10,3.75,0.424918
gpt4o,aoa,junk,10,3.72,0.407704
gpt4o,aoa,justice,12,5.508333,0.467991
gpt4o,aoa,kill,10,4.03,0.630784
gpt4o,aoa,knock,10,2.48,0.385285
gpt4o,aoa,knowledge,10,4.38,0.881665
gpt4o,aoa,lace,10,3.67,0.623699
gpt4o,aoa,ladder,10,3.41,0.321282
gpt4o,aoa,launch,10,4.81,0.680604
gpt4o,aoa,leaf,10,2.45,0.368932
gpt4o,aoa,leisure,10,5.35,0.494975
gpt4o,aoa,leopard,10,4.61,0.737036
gpt4o,aoa,lettuce,10,3.15,0.411636
gpt4o,aoa,limit,10,4.31,0.945692
gpt4o,aoa,line,10,2.27,0.34335
gpt4o,aoa,lobster,10,4.24,0.594792
gpt4o,aoa,luck,10,2.77,0.416467
gpt4o,aoa,luggage,10,4.43,0.888257
gpt4o,aoa,lumber,10,5.26,0.474225
gpt4o,aoa,lunch,10,2.49,0.33483
gpt4o,aoa,lust,21,5.404762,1.157789
gpt4o,aoa,malice,10,5.87,0.449815
gpt4o,aoa,mammal,10,4.5,0.527046
gpt4o,aoa,mansion,10,4.85,0.474342
gpt4o,aoa,marvel,10,5.06,0.508156
gpt4o,aoa,mate,10,4.1,0.459468
gpt4o,aoa,melon,10,3.6,0.516398
gpt4o,aoa,menace,10,5.22,0.677905
gpt4o,aoa,merchant,10,5.55,0.437798
gpt4o,aoa,message,10,3.63,0.319896
gpt4o,aoa,metal,10,3.75,0.485913
gpt4o,aoa,methane,10,6.06,0.474225
gpt4o,aoa,method,10,5.06,0.427395
gpt4o,aoa,midst,11,5.609091,0.843154
gpt4o,aoa,mirror,10,2.85,0.529675
gpt4o,aoa,mischief,10,4.5,0.471405
gpt4o,aoa,mistress,10,6.3,0.349603
gpt4o,aoa,model,10,3.98,0.475628
gpt4o,aoa,moisture,10,5.1,0.614636
gpt4o,aoa,moment,10,3.04,0.164655
gpt4o,aoa,monarch,10,5.77,0.529255
gpt4o,aoa,monkey,10,2.75,0.424918
gpt4o,aoa,monster,10,2.97,0.377271
gpt4o,aoa,mood,10,4.01,0.558669
gpt4o,aoa,morsel,9,5.611111,0.333333
gpt4o,aoa,moth,10,4.05,0.497214
gpt4o,aoa,mother,10,1.4,0.316228
gpt4o,aoa,mug,10,3.39,0.314289
gpt4o,aoa,mural,10,5.65,0.337474
gpt4o,aoa,myth,10,5.15,0.337474
gpt4o,aoa,necklace,10,3.85,0.411636
gpt4o,aoa,nectar,10,4.77,0.607454
gpt4o,aoa,needle,10,3.5,0.333333
gpt4o,aoa,neglect,10,5.25,0.424918
gpt4o,aoa,neutral,12,5.416667,0.468718
gpt4o,aoa,notion,10,5.6,0.516398
gpt4o,aoa,nuisance,10,5.09,0.570477
gpt4o,aoa,nurture,10,5.47,0.503433
gpt4o,aoa,office,11,3.881818,0.591301
gpt4o,aoa,ordeal,10,5.55,0.368932
gpt4o,aoa,outrage,12,5.208333,0.987613
gpt4o,aoa,packet,10,4.39,0.47481
gpt4o,aoa,palace,10,4.3,0.258199
gpt4o,aoa,pamphlet,10,5.73,0.34335
gpt4o,aoa,panther,10,4.6,0.699206
gpt4o,aoa,parade,10,3.79,0.417532
gpt4o,aoa,parrot,10,3.72,0.50728
gpt4o,aoa,passage,10,4.66,0.386437
gpt4o,aoa,passion,10,5.12,0.56921
gpt4o,aoa,pause,10,3.92,0.66966
gpt4o,aoa,pelvis,10,5.73,0.62902
gpt4o,aoa,pension,10,6.38,0.364539
gpt4o,aoa,people,10,1.77,0.501221
gpt4o,aoa,person,10,2.47,0.503433
gpt4o,aoa,pest,11,4.227273,0.684238
gpt4o,aoa,phantom,9,5.511111,0.488478
gpt4o,aoa,phase,10,5.03,0.561842
gpt4o,aoa,pheasant,10,6.1,0.614636
gpt4o,aoa,picket,10,5.8,0.4
gpt4o,aoa,picture,9,2.255556,0.403457
gpt4o,aoa,piece,10,2.75,0.353553
gpt4o,aoa,pillow,10,2.49,0.395671
gpt4o,aoa,pint,10,4.74,0.535828
gpt4o,aoa,pity,10,4.3,0.537484
gpt4o,aoa,plasma,10,6.2,0.483046
gpt4o,aoa,plea,9,5.377778,0.484195
gpt4o,aoa,pleasure,10,4.18,0.559365
gpt4o,aoa,police,10,3.6,0.614636
gpt4o,aoa,portrait,10,5.15,0.241523
gpt4o,aoa,power,10,3.82,0.720802
gpt4o,aoa,prestige,10,6.12,0.315524
gpt4o,aoa,pride,10,4.1,0.394405
gpt4o,aoa,prince,9,3.277778,0.363242
gpt4o,aoa,princess,10,2.91,0.462961
gpt4o,aoa,prison,10,4.57,0.439823
gpt4o,aoa,product,10,4.9,0.316228
gpt4o,aoa,progress,10,4.6,0.329983
gpt4o,aoa,project,10,4.5,0.471405
gpt4o,aoa,pumpkin,10,3.02,0.297396
gpt4o,aoa,punch,10,3.27,0.400139
gpt4o,aoa,pupil,10,4.33,0.942868
gpt4o,aoa,puzzle,10,3.36,0.343835
gpt4o,aoa,python,10,5.58,0.431535
gpt4o,aoa,rain,10,2.05,0.283823
gpt4o,aoa,rattle,10,3.11,0.602679
gpt4o,aoa,reason,10,4.2,0.444722
gpt4o,aoa,recall,10,5.04,0.607728
gpt4o,aoa,reject,10,4.55,0.643342
gpt4o,aoa,report,11,4.272727,0.719848
gpt4o,aoa,reptile,10,4.98,0.798332
gpt4o,aoa,resort,10,5.3,0.349603
gpt4o,aoa,respect,11,3.727273,0.741742
gpt4o,aoa,risk,10,4.63,0.611101
gpt4o,aoa,role,10,4.53,0.405654
gpt4o,aoa,romance,13,5.384615,0.960769
gpt4o,aoa,rubble,10,5.5,0.656591
gpt4o,aoa,ruffle,10,4.9,0.54569
gpt4o,aoa,saloon,10,5.7,0.349603
gpt4o,aoa,sandwich,10,2.46,0.267499
gpt4o,aoa,scalpel,10,6.29,0.360401
gpt4o,aoa,script,10,5.24,0.535828
gpt4o,aoa,seed,10,3.22,0.582714
gpt4o,aoa,sentence,9,3.822222,0.496935
gpt4o,aoa,service,10,4.59,0.508702
gpt4o,aoa,settle,10,3.99,0.634998
gpt4o,aoa,shaft,10,5.31,0.414863
gpt4o,aoa,shame,10,4.05,0.550252
gpt4o,aoa,shark,10,3.25,0.263523
gpt4o,aoa,shirt,11,2.136364,0.393123
gpt4o,aoa,shrug,10,4.24,0.736659
gpt4o,aoa,signal,10,4.34,0.514674
gpt4o,aoa,sin,10,4.44,0.485798
gpt4o,aoa,sister,10,2.11,0.2079
gpt4o,aoa,slave,9,5.1,0.663325
gpt4o,aoa,sleep,10,1.68,0.376534
gpt4o,aoa,slope,10,4.68,0.473286
gpt4o,aoa,slum,11,5.909091,0.492858
gpt4o,aoa,smear,10,5.12,0.441714
gpt4o,aoa,smell,10,1.98,0.304777
gpt4o,aoa,snail,11,3.4,0.52915
gpt4o,aoa,snort,11,4.181818,0.680908
gpt4o,aoa,soldier,10,3.8,0.586894
gpt4o,aoa,sorrow,10,5.28,0.388158
gpt4o,aoa,sparkle,10,3.46,0.254733
gpt4o,aoa,spinach,10,3.46,0.392145
gpt4o,aoa,spirit,10,3.94,0.499333
gpt4o,aoa,spit,11,2.836364,0.802836
gpt4o,aoa,spring,10,2.92,0.361478
gpt4o,aoa,squash,10,4.07,0.496767
gpt4o,aoa,squeeze,10,3.28,0.352136
gpt4o,aoa,stab,10,4.95,0.68516
gpt4o,aoa,status,10,5.28,0.415799
gpt4o,aoa,stock,10,5.35,0.625833
gpt4o,aoa,stomach,10,3.25,0.263523
gpt4o,aoa,stove,10,3.11,0.406749
gpt4o,aoa,strand,10,5.23,0.442342
gpt4o,aoa,stretch,10,3.28,0.588407
gpt4o,aoa,stride,10,5.2,0.483046
gpt4o,aoa,string,10,3.11,0.458136
gpt4o,aoa,suburb,10,5.1,0.614636
gpt4o,aoa,success,10,4.34,0.644981
gpt4o,aoa,surgeon,10,5.66,0.422164
gpt4o,aoa,sweater,10,2.95,0.643342
gpt4o,aoa,sword,10,3.8,0.674949
gpt4o,aoa,table,10,1.95,0.437798
gpt4o,aoa,taboo,10,6.28,0.373571
gpt4o,aoa,talent,10,4.17,0.254078
gpt4o,aoa,terror,10,5.11,0.378447
gpt4o,aoa,texture,10,5.2,0.586894
gpt4o,aoa,throat,12,3.208333,0.541812
gpt4o,aoa,tiger,10,3.18,0.282056
gpt4o,aoa,toast,10,2.99,0.465355
gpt4o,aoa,toilet,10,2.2,0.421637
gpt4o,aoa,tortoise,10,4.7,0.632456
gpt4o,aoa,town,10,2.85,0.337474
gpt4o,aoa,toxin,11,6.027273,0.241209
gpt4o,aoa,traffic,10,3.94,0.359629
gpt4o,aoa,transit,10,5.57,0.473873
gpt4o,aoa,treason,10,6.33,0.205751
gpt4o,aoa,treasure,10,4.09,0.902404
gpt4o,aoa,trend,16,5.3125,1.108678
gpt4o,aoa,triumph,10,5.33,0.434741
gpt4o,aoa,troll,10,4.47,0.794495
gpt4o,aoa,trouble,10,3.21,0.409471
gpt4o,aoa,trousers,10,3.33,0.447338
gpt4o,aoa,trumpet,10,3.98,0.367575
gpt4o,aoa,trust,16,3.85625,1.345099
gpt4o,aoa,tulip,10,4.25,0.540062
gpt4o,aoa,tumble,10,4.19,0.504315
gpt4o,aoa,typhoon,10,5.94,0.508156
gpt4o,aoa,ulcer,10,6.06,0.283627
gpt4o,aoa,urge,10,5,0.391578
gpt4o,aoa,usher,9,5.822222,0.243812
gpt4o,aoa,venom,15,5.346667,1.036386
gpt4o,aoa,verge,10,5.42,0.502881
gpt4o,aoa,version,10,5.16,0.353396
gpt4o,aoa,victim,10,5.17,0.641266
gpt4o,aoa,virtue,10,6.13,0.312872
gpt4o,aoa,vowel,10,4.96,0.636309
gpt4o,aoa,vulture,12,5.175,0.575444
gpt4o,aoa,waitress,9,4.566667,0.6245
gpt4o,aoa,wallet,11,3.945455,0.756787
gpt4o,aoa,walnut,10,4.82,0.367575
gpt4o,aoa,walrus,10,5.2,0.537484
gpt4o,aoa,whimper,10,5.14,0.432563
gpt4o,aoa,whisper,10,3.7,0.483046
gpt4o,aoa,whore,10,6.71,0.25144
gpt4o,aoa,wisdom,10,5.25,0.577831
gpt4o,aoa,wish,10,2.67,0.408384
gpt4o,aoa,wit,10,5.31,0.428045
gpt4o,aoa,wood,10,2.63,0.319896
gpt4o,aoa,wrath,11,5.827273,0.638891
gpt4o,aoa,wrestle,10,3.99,0.856933
gpt4o,aoa,yeast,10,5.61,0.576291
gpt4o,aoa,zebra,10,3.17,0.330151
gpt4o,aoakup,affair,10,12.6,2.01108
gpt4o,aoakup,aisle,10,10.3,1.494434
gpt4o,aoakup,anchor,10,9.9,1.100505
gpt4o,aoakup,anger,10,5.6,0.843274
gpt4o,aoakup,ant,10,4.2,0.788811
gpt4o,aoakup,applause,10,8,1.247219
gpt4o,aoakup,apple,10,2.9,0.737865
gpt4o,aoakup,apron,10,7.4,1.349897
gpt4o,aoakup,arson,10,12.4,1.264911
gpt4o,aoakup,art,10,4.8,0.918937
gpt4o,aoakup,artist,10,7.4,1.264911
gpt4o,aoakup,aspect,10,11.3,1.251666
gpt4o,aoakup,asthma,10,9.1,1.523884
gpt4o,aoakup,attempt,10,7.8,0.918937
gpt4o,aoakup,author,10,9.5,1.080123
gpt4o,aoakup,baby,10,1.5,0.849837
gpt4o,aoakup,balloon,10,3.6,0.699206
gpt4o,aoakup,ban,10,10.9,1.100505
gpt4o,aoakup,bandage,10,5.4,0.699206
gpt4o,aoakup,basket,10,4.4,0.699206
gpt4o,aoakup,battle,10,7.4,1.349897
gpt4o,aoakup,bead,10,6.2,0.918937
gpt4o,aoakup,beer,10,11.2,2.20101
gpt4o,aoakup,beggar,10,9.8,1.686548
gpt4o,aoakup,belief,10,7.7,1.337494
gpt4o,aoakup,bitch,10,13.7,1.251666
gpt4o,aoakup,blame,10,6.4,1.577621
gpt4o,aoakup,bliss,10,11.7,1.159502
gpt4o,aoakup,blister,10,9.3,1.337494
gpt4o,aoakup,blood,10,5,0.666667
gpt4o,aoakup,blouse,10,7.2,1.47573
gpt4o,aoakup,boast,10,9.3,1.702939
gpt4o,aoakup,bondage,10,13.8,1.549193
gpt4o,aoakup,bonnet,10,7.1,1.197219
gpt4o,aoakup,bounce,10,4.7,1.159502
gpt4o,aoakup,bowel,10,11.3,2.002776
gpt4o,aoakup,bowl,10,4,1.154701
gpt4o,aoakup,bracket,10,9.6,1.577621
gpt4o,aoakup,breakfast,10,3.7,0.823273
gpt4o,aoakup,breast,10,8.7,1.567021
gpt4o,aoakup,bulge,10,9.2,1.316561
gpt4o,aoakup,button,10,4,0.942809
gpt4o,aoakup,camp,10,5.8,1.47573
gpt4o,aoakup,cancer,10,10.2,0.788811
gpt4o,aoakup,candle,10,4.6,0.843274
gpt4o,aoakup,candy,10,3.7,0.948683
gpt4o,aoakup,canoe,10,8.6,0.966092
gpt4o,aoakup,carcass,10,11.1,1.523884
gpt4o,aoakup,caress,10,11.6,1.712698
gpt4o,aoakup,carpet,10,5.5,1.080123
gpt4o,aoakup,carriage,10,8.5,1.354006
gpt4o,aoakup,castle,10,6,0.942809
gpt4o,aoakup,cattle,10,8.8,1.316561
gpt4o,aoakup,caution,10,8.8,0.788811
gpt4o,aoakup,cease,10,10.7,0.823273
gpt4o,aoakup,ceiling,10,6.5,0.707107
gpt4o,aoakup,chauffeur,10,12.9,1.791957
gpt4o,aoakup,chest,10,6,1.247219
gpt4o,aoakup,chew,10,3.9,0.875595
gpt4o,aoakup,child,10,2.8,0.632456
gpt4o,aoakup,chord,10,10.8,1.229273
gpt4o,aoakup,circuit,10,11.6,0.843274
gpt4o,aoakup,city,10,4.7,0.948683
gpt4o,aoakup,class,10,5.8,0.421637
gpt4o,aoakup,clergy,10,12.2,1.549193
gpt4o,aoakup,cloak,10,8.5,0.849837
gpt4o,aoakup,closure,10,11.5,1.433721
gpt4o,aoakup,clover,10,8,0.942809
gpt4o,aoakup,coffin,10,10.4,1.349897
gpt4o,aoakup,column,10,8.8,1.135292
gpt4o,aoakup,comb,10,4.4,0.699206
gpt4o,aoakup,compass,10,9.4,0.966092
gpt4o,aoakup,complex,10,10.5,0.849837
gpt4o,aoakup,concept,10,11.5,0.849837
gpt4o,aoakup,consent,10,11.7,1.337494
gpt4o,aoakup,console,10,11.4,1.776388
gpt4o,aoakup,contempt,10,12.8,1.316561
gpt4o,aoakup,context,10,10.8,0.918937
gpt4o,aoakup,contract,10,10.5,1.080123
gpt4o,aoakup,costume,10,5.5,0.849837
gpt4o,aoakup,cottage,10,8.2,1.032796
gpt4o,aoakup,cotton,10,7.3,1.05935
gpt4o,aoakup,couch,10,5.6,1.349897
gpt4o,aoakup,cough,10,4.7,0.823273
gpt4o,aoakup,county,10,10.2,1.032796
gpt4o,aoakup,courage,10,8.4,1.173788
gpt4o,aoakup,crab,10,5.4,1.074968
gpt4o,aoakup,cricket,10,7.6,1.264911
gpt4o,aoakup,crisis,10,11.1,1.66333
gpt4o,aoakup,crude,10,10.6,0.966092
gpt4o,aoakup,crystal,10,8.5,0.707107
gpt4o,aoakup,cuddle,10,4.2,1.549193
gpt4o,aoakup,culture,10,10,1.632993
gpt4o,aoakup,cure,10,8.3,0.674949
gpt4o,aoakup,curtain,10,5.2,0.918937
gpt4o,aoakup,cushion,10,5.7,1.159502
gpt4o,aoakup,dance,10,4.1,0.567646
gpt4o,aoakup,dandruff,10,11.1,1.449138
gpt4o,aoakup,dare,10,6.4,0.699206
gpt4o,aoakup,date,10,7.1,1.37032
gpt4o,aoakup,delight,10,8,1.563472
gpt4o,aoakup,desert,10,7.9,1.449138
gpt4o,aoakup,despair,10,12,0.942809
gpt4o,aoakup,dessert,10,5.8,0.421637
gpt4o,aoakup,device,10,10.3,0.948683
gpt4o,aoakup,dinner,10,3.7,0.823273
gpt4o,aoakup,disgust,10,9.1,1.286684
gpt4o,aoakup,doctor,10,4.4,1.074968
gpt4o,aoakup,doctrine,10,13.2,1.316561
gpt4o,aoakup,donkey,10,6.4,0.966092
gpt4o,aoakup,doom,10,11.6,1.429841
gpt4o,aoakup,doubt,10,9,1.414214
gpt4o,aoakup,dread,10,11.5,1.509231
gpt4o,aoakup,duty,10,8.3,0.823273
gpt4o,aoakup,ease,10,9.2,1.135292
gpt4o,aoakup,employ,10,11.8,1.316561
gpt4o,aoakup,escort,10,12,2.160247
gpt4o,aoakup,essence,10,12.8,1.47573
gpt4o,aoakup,excuse,10,6.1,0.737865
gpt4o,aoakup,faith,10,8,1.154701
gpt4o,aoakup,fame,10,9.4,1.349897
gpt4o,aoakup,farewell,10,9.1,1.791957
gpt4o,aoakup,fault,10,7.3,0.948683
gpt4o,aoakup,feat,10,10.5,0.849837
gpt4o,aoakup,fiction,10,9,0.942809
gpt4o,aoakup,figment,10,11.7,0.948683
gpt4o,aoakup,fire,10,3.5,0.707107
gpt4o,aoakup,flea,10,7.6,2.221111
gpt4o,aoakup,fleet,10,9.5,1.509231
gpt4o,aoakup,flourish,10,11.7,1.494434
gpt4o,aoakup,food,10,2.3,0.823273
gpt4o,aoakup,forehead,10,5.2,1.135292
gpt4o,aoakup,forge,10,11.3,1.766981
gpt4o,aoakup,fortress,10,10.2,0.918937
gpt4o,aoakup,fraud,10,12,0.942809
gpt4o,aoakup,freedom,10,7.7,1.946507
gpt4o,aoakup,function,10,10.6,1.173788
gpt4o,aoakup,fuss,10,6.2,1.813529
gpt4o,aoakup,gain,10,8.2,1.032796
gpt4o,aoakup,game,10,3.7,0.674949
gpt4o,aoakup,garbage,10,5,0.471405
gpt4o,aoakup,giraffe,10,5.5,0.849837
gpt4o,aoakup,gist,10,12,0.666667
gpt4o,aoakup,glacier,10,11.3,1.05935
gpt4o,aoakup,glee,10,9.5,1.900292
gpt4o,aoakup,gloom,10,10.1,1.523884
gpt4o,aoakup,goose,10,4.7,1.05935
gpt4o,aoakup,greed,10,9.3,1.494434
gpt4o,aoakup,grind,10,9.1,1.449138
gpt4o,aoakup,guilt,10,9.1,1.449138
gpt4o,aoakup,guitar,10,8.3,1.251666
gpt4o,aoakup,hall,10,4.7,0.823273
gpt4o,aoakup,ham,10,5,1.333333
gpt4o,aoakup,hammock,10,9.7,1.05935
gpt4o,aoakup,hand,10,2.5,0.707107
gpt4o,aoakup,handle,10,5.3,0.948683
gpt4o,aoakup,harvest,10,9,1.247219
gpt4o,aoakup,hate,10,5.5,0.707107
gpt4o,aoakup,head,10,2.6,0.843274
gpt4o,aoakup,health,10,6.5,1.080123
gpt4o,aoakup,heaven,10,6.8,1.47573
gpt4o,aoakup,hit,10,3.8,0.918937
gpt4o,aoakup,honey,10,4.4,0.516398
gpt4o,aoakup,hope,10,5,0.942809
gpt4o,aoakup,hostage,10,13,1.563472
gpt4o,aoakup,hostess,10,10.8,1.619328
gpt4o,aoakup,hurdle,10,10.4,0.966092
gpt4o,aoakup,husband,10,6.6,1.712698
gpt4o,aoakup,impress,10,9.9,0.737865
gpt4o,aoakup,incest,10,14.3,1.05935
gpt4o,aoakup,island,10,6.6,0.699206
gpt4o,aoakup,issue,10,9.5,0.849837
gpt4o,aoakup,item,10,7.8,1.686548
gpt4o,aoakup,jacket,10,4,0.666667
gpt4o,aoakup,jewel,10,8.2,1.032796
