source,variable,word,n,m,sd
gpt45,aoa,sentence,10,3.67,0.1641
gpt45,aoa,service,10,4.27,0.1021
gpt45,aoa,settle,10,4.39,0.2509
gpt45,aoa,shaft,10,5.27,0.0401
gpt45,aoa,shame,10,3.95,0.2005
gpt45,aoa,shark,10,2.93,0.1081
gpt45,aoa,shirt,10,2.14,0.0904
gpt45,aoa,shrug,10,4.19,0.1689
gpt45,aoa,signal,10,3.97,0.1061
gpt45,aoa,sin,10,4.73,0.2001
gpt45,aoa,sister,10,1.83,0.0361
gpt45,aoa,slave,10,5.36,0.2404
gpt45,aoa,sleep,10,1.53,0.0541
gpt45,aoa,slope,10,4.83,0.2781
gpt45,aoa,slum,10,5.81,0.0689
gpt45,aoa,smear,10,4.56,0.0764
gpt45,aoa,smell,10,2.06,0.0304
gpt45,aoa,snail,10,3.06,0.1504
gpt45,aoa,snort,10,3.63,0.0921
gpt45,aoa,soldier,10,3.53,0.2081
gpt45,aoa,sorrow,10,4.83,0.1261
gpt45,aoa,sparkle,10,3.8,0.16
gpt45,aoa,spinach,10,3.43,0.0421
gpt45,aoa,spirit,10,4.41,0.1789
gpt45,aoa,spit,10,2.63,0.0781
gpt45,aoa,spring,10,2.6,0.126
gpt45,aoa,squash,10,4.13,0.0861
gpt45,aoa,squeeze,10,3.01,0.0929
gpt45,aoa,stab,10,4.4,0.106
gpt45,aoa,status,10,5.44,0.0964
gpt45,aoa,stock,10,5.01,0.1449
gpt45,aoa,stomach,10,2.9,0.034
gpt45,aoa,stove,10,3.08,0.1056
gpt45,aoa,strand,10,5.01,0.1029
gpt45,aoa,stretch,10,3.46,0.1204
gpt45,aoa,stride,10,4.85,0.1425
gpt45,aoa,string,10,2.76,0.0764
gpt45,aoa,suburb,10,5.33,0.1061
gpt45,aoa,success,10,4.06,0.2804
gpt45,aoa,surgeon,10,4.43,0.2821
gpt45,aoa,sweater,10,2.92,0.1336
gpt45,aoa,sword,10,3.59,0.0629
gpt45,aoa,table,10,1.84,0.0384
gpt45,aoa,taboo,10,6.18,0.1016
gpt45,aoa,talent,10,4.35,0.1305
gpt45,aoa,terror,10,5.1,0.356
gpt45,aoa,texture,10,5.03,0.0641
gpt45,aoa,throat,10,2.8,0.062
gpt45,aoa,tiger,10,2.61,0.0309
gpt45,aoa,toast,10,2.82,0.1396
gpt45,aoa,toilet,10,2.25,0.0745
gpt45,aoa,tortoise,10,3.8,0.094
gpt45,aoa,town,10,2.77,0.1001
gpt45,aoa,toxin,10,6.25,0.0605
gpt45,aoa,traffic,10,3.67,0.0601
gpt45,aoa,transit,10,5.65,0.0905
gpt45,aoa,treason,10,6.46,0.0844
gpt45,aoa,treasure,10,3.62,0.0736
gpt45,aoa,trend,10,5.49,0.0929
gpt45,aoa,triumph,10,5.56,0.0524
gpt45,aoa,troll,10,4.88,0.2456
gpt45,aoa,trouble,10,3.1,0.076
gpt45,aoa,trousers,10,3.15,0.0505
gpt45,aoa,trumpet,10,3.66,0.1444
gpt45,aoa,trust,10,3.6,0.178
gpt45,aoa,tulip,10,4.18,0.0436
gpt45,aoa,tumble,10,3.84,0.0924
gpt45,aoa,typhoon,10,5.93,0.0281
gpt45,aoa,ulcer,10,6.03,0.0701
gpt45,aoa,urge,10,4.93,0.0961
gpt45,aoa,usher,10,5.94,0.1144
gpt45,aoa,venom,10,5.32,0.0796
gpt45,aoa,verge,10,5.66,0.0684
gpt45,aoa,version,10,5.44,0.1144
gpt45,aoa,victim,10,4.72,0.1716
gpt45,aoa,virtue,10,5.76,0.0464
gpt45,aoa,vowel,10,5.38,0.0556
gpt45,aoa,vulture,10,4.78,0.1596
gpt45,aoa,waitress,10,3.74,0.1244
gpt45,aoa,wallet,10,3.55,0.1225
gpt45,aoa,walnut,10,4.25,0.0925
gpt45,aoa,walrus,10,4.55,0.1525
gpt45,aoa,whimper,10,4.44,0.1904
gpt45,aoa,whisper,10,2.93,0.0921
gpt45,aoa,whore,10,6.48,0.0216
gpt45,aoa,wisdom,10,4.97,0.1921
gpt45,aoa,wish,10,2.6,0.098
gpt45,aoa,wit,10,5.66,0.1044
gpt45,aoa,wood,10,2.76,0.1644
gpt45,aoa,wrath,10,5.94,0.0444
gpt45,aoa,wrestle,10,4.13,0.0741
gpt45,aoa,yeast,10,5.19,0.1269
gpt45,aoa,zebra,10,2.87,0.0941
gpt45,arousal,affair,10,7.26,0.1364
gpt45,arousal,aisle,10,3.06,0.2844
gpt45,arousal,anchor,10,3.1,0.34
gpt45,arousal,anger,10,7.58,0.0396
gpt45,arousal,ant,10,3.92,0.4876
gpt45,arousal,applause,10,7.21,0.0829
gpt45,arousal,apple,10,3.06,0.1664
gpt45,arousal,apron,10,2.43,0.1961
gpt45,arousal,arson,10,8,0.036
gpt45,arousal,art,10,4.79,0.1669
gpt45,arousal,artist,10,5.3,0.408
gpt45,arousal,aspect,10,3.7,0.204
gpt45,arousal,asthma,10,6.18,0.3256
gpt45,arousal,attempt,10,5.21,0.1329
gpt45,arousal,author,10,3.78,0.2156
gpt45,arousal,baby,10,5.8,0.602
gpt45,arousal,balloon,10,5.8,0.318
gpt45,arousal,ban,10,5.91,0.2009
gpt45,arousal,bandage,10,3.46,0.4784
gpt45,arousal,basket,10,2.95,0.3685
gpt45,arousal,battle,10,7.95,0.1165
gpt45,arousal,bead,10,2.43,0.2141
gpt45,arousal,beer,10,5.29,0.1889
gpt45,arousal,beggar,10,5.63,0.2841
gpt45,arousal,belief,10,4.55,0.4745
gpt45,arousal,bitch,10,7.53,0.0561
gpt45,arousal,blame,10,6.39,0.1269
gpt45,arousal,bliss,10,4.96,1.3704
gpt45,arousal,blister,10,5.89,0.2669
gpt45,arousal,blood,10,7.45,0.1405
gpt45,arousal,blouse,10,3.5,0.744
gpt45,arousal,boast,10,6.23,0.0561
gpt45,arousal,bondage,10,7.61,0.0649
gpt45,arousal,bonnet,10,2.53,0.0941
gpt45,arousal,bounce,10,7.2,0.066
gpt45,arousal,bowel,10,4.25,0.5725
gpt45,arousal,bowl,10,2.62,0.0956
gpt45,arousal,bracket,10,3.03,0.2581
gpt45,arousal,breakfast,10,4.05,0.5165
gpt45,arousal,breast,10,6.63,0.1861
gpt45,arousal,bulge,10,5.94,0.2024
gpt45,arousal,button,10,2.99,0.1769
gpt45,arousal,camp,10,4.81,0.3609
gpt45,arousal,cancer,10,7.59,0.2329
gpt45,arousal,candle,10,2.82,0.2216
gpt45,arousal,candy,10,5.74,0.5084
gpt45,arousal,canoe,10,3.7,0.282
gpt45,arousal,carcass,10,6.94,0.3184
gpt45,arousal,caress,10,6.79,0.1889
gpt45,arousal,carpet,10,2.48,0.0796
gpt45,arousal,carriage,10,3.32,0.1936
gpt45,arousal,castle,10,4.48,0.3436
gpt45,arousal,cattle,10,3.39,0.0669
gpt45,arousal,caution,10,5.72,0.1756
gpt45,arousal,cease,10,3.03,0.1961
gpt45,arousal,ceiling,10,2.45,0.0865
gpt45,arousal,chauffeur,10,4.08,0.1756
gpt45,arousal,chest,10,5.18,0.4116
gpt45,arousal,chew,10,4,0.294
gpt45,arousal,child,10,5.56,0.2664
gpt45,arousal,chord,10,4.53,0.4221
gpt45,arousal,circuit,10,4.9,0.262
gpt45,arousal,city,10,5.75,0.1645
gpt45,arousal,class,10,3.89,0.3189
gpt45,arousal,clergy,10,3.39,0.2869
gpt45,arousal,cloak,10,3.38,0.0636
gpt45,arousal,closure,10,3.43,0.6761
gpt45,arousal,clover,10,2.64,0.2284
gpt45,arousal,coffin,10,6.56,0.9524
gpt45,arousal,column,10,3.1,0.28
gpt45,arousal,comb,10,2.54,0.1744
gpt45,arousal,compass,10,4.13,0.1941
gpt45,arousal,complex,10,5.04,0.1024
gpt45,arousal,concept,10,3.58,0.2516
gpt45,arousal,consent,10,5.03,0.3921
gpt45,arousal,console,10,3.15,0.1385
gpt45,arousal,contempt,10,6.46,0.1484
gpt45,arousal,context,10,3.51,0.3509
gpt45,arousal,contract,10,4.68,0.2156
gpt45,arousal,costume,10,5.18,0.5016
gpt45,arousal,cottage,10,2.74,0.2304
gpt45,arousal,cotton,10,2.42,0.0756
gpt45,arousal,couch,10,2.11,0.0409
gpt45,arousal,cough,10,4.73,0.2081
gpt45,arousal,county,10,3.04,0.2764
gpt45,arousal,courage,10,6.79,0.1509
gpt45,arousal,crab,10,3.82,0.1656
gpt45,arousal,cricket,10,3.86,0.2884
gpt45,arousal,crisis,10,8.06,0.0344
gpt45,arousal,crude,10,5.72,0.0556
gpt45,arousal,crystal,10,4.42,0.3616
gpt45,arousal,cuddle,10,3.7,1.278
gpt45,arousal,culture,10,4.15,0.2125
gpt45,arousal,cure,10,6.23,0.5001
gpt45,arousal,curtain,10,2.55,0.1185
gpt45,arousal,cushion,10,2.26,0.1304
gpt45,arousal,dance,10,7.22,0.0416
gpt45,arousal,dandruff,10,2.97,0.5421
gpt45,arousal,dare,10,7.04,0.1464
gpt45,arousal,date,10,5.52,0.3916
gpt45,arousal,delight,10,7.06,0.3944
gpt45,arousal,desert,10,3.75,0.3045
gpt45,arousal,despair,10,7.13,0.7261
gpt45,arousal,dessert,10,5.08,0.8676
gpt45,arousal,device,10,4.59,0.1889
gpt45,arousal,dinner,10,3.79,0.3469
gpt45,arousal,disgust,10,7.07,0.1121
gpt45,arousal,doctor,10,5.56,0.2304
gpt45,arousal,doctrine,10,3.29,0.3649
gpt45,arousal,donkey,10,3.9,0.168
gpt45,arousal,doom,10,7.9,0.226
gpt45,arousal,doubt,10,5.24,0.5584
gpt45,arousal,dread,10,7.49,0.0869
gpt45,arousal,duty,10,4.66,0.3024
gpt45,arousal,ease,10,2.15,0.1165
gpt45,arousal,employ,10,4.14,0.2224
gpt45,arousal,escort,10,6.51,0.1109
gpt45,arousal,essence,10,4.28,0.2056
gpt45,arousal,excuse,10,4.05,0.1485
gpt45,arousal,faith,10,4.91,0.3829
gpt45,arousal,fame,10,6.8,0.134
gpt45,arousal,farewell,10,4.73,0.6821
gpt45,arousal,fault,10,5.19,0.5849
gpt45,arousal,feat,10,6.65,0.0525
gpt45,arousal,fiction,10,4.21,0.2429
gpt45,arousal,figment,10,3.9,0.37
gpt45,arousal,fire,10,7.9,0.164
gpt45,arousal,flea,10,5.61,0.3009
gpt45,arousal,fleet,10,5.6,0.224
gpt45,arousal,flourish,10,6.42,0.0636
gpt45,arousal,food,10,5.12,0.3796
gpt45,arousal,forehead,10,2.82,0.1756
gpt45,arousal,forge,10,5.91,0.1069
gpt45,arousal,fortress,10,5.49,0.1409
gpt45,arousal,fraud,10,6.55,0.0545
gpt45,arousal,freedom,10,7.29,0.1369
gpt45,arousal,function,10,3.5,0.634
gpt45,arousal,fuss,10,6.4,0.086
gpt45,arousal,gain,10,6,0.292
gpt45,arousal,game,10,6.8,0.144
gpt45,arousal,garbage,10,4.7,0.848
gpt45,arousal,giraffe,10,4.68,0.5856
gpt45,arousal,gist,10,4.06,0.1504
gpt45,arousal,glacier,10,2.6,0.148
gpt45,arousal,glee,10,7.24,0.0504
gpt45,arousal,gloom,10,4.27,1.4921
gpt45,arousal,goose,10,3.76,0.2184
gpt45,arousal,greed,10,6.6,0.052
gpt45,arousal,grind,10,5.33,1.0081
gpt45,arousal,guilt,10,6.66,0.1544
gpt45,arousal,guitar,10,5.97,0.2241
gpt45,arousal,hall,10,2.95,0.1465
gpt45,arousal,ham,10,3.1,0.086
gpt45,arousal,hammock,10,1.91,0.0849
gpt45,arousal,hand,10,4.19,0.1449
gpt45,arousal,handle,10,3.39,0.1329
gpt45,arousal,harvest,10,4.15,0.1025
gpt45,arousal,hate,10,7.83,0.0741
gpt45,arousal,head,10,4.54,0.1364
gpt45,arousal,health,10,5.22,0.1896
gpt45,arousal,heaven,10,5.52,1.3216
gpt45,arousal,hit,10,7.19,0.0769
gpt45,arousal,honey,10,4.33,0.4781
gpt45,arousal,hope,10,6,0.768
gpt45,arousal,hostage,10,7.92,0.1156
gpt45,arousal,hostess,10,4.81,0.3369
gpt45,arousal,hurdle,10,6.24,0.1044
gpt45,arousal,husband,10,4.82,0.2456
gpt45,arousal,impress,10,6.42,0.1676
gpt45,arousal,incest,10,8.09,0.0869
gpt45,arousal,island,10,3.83,0.7401
gpt45,arousal,issue,10,4.67,0.1921
gpt45,arousal,item,10,3.27,0.1921
gpt45,arousal,jacket,10,3.34,0.0744
gpt45,arousal,jewel,10,5.62,0.1896
gpt45,arousal,jungle,10,7.03,0.0681
gpt45,arousal,junk,10,3.84,0.3404
gpt45,arousal,justice,10,6.16,0.1744
gpt45,arousal,kill,10,8.49,0.0529
gpt45,arousal,knock,10,5.74,0.1024
gpt45,arousal,knowledge,10,4.93,0.5381
gpt45,arousal,lace,10,3.41,0.7849
gpt45,arousal,ladder,10,4.19,0.1229
gpt45,arousal,launch,10,7.13,0.0681
gpt45,arousal,leaf,10,2.44,0.0884
gpt45,arousal,leisure,10,2.5,0.124
gpt45,arousal,leopard,10,7.24,0.0704
gpt45,arousal,lettuce,10,2.12,0.1816
gpt45,arousal,limit,10,4.13,0.3201
gpt45,arousal,line,10,2.98,0.1096
gpt45,arousal,lobster,10,4.61,0.1589
gpt45,arousal,luck,10,5.85,0.4065
gpt45,arousal,luggage,10,3.13,0.2041
gpt45,arousal,lumber,10,2.94,0.0884
gpt45,arousal,lunch,10,3.55,0.4445
gpt45,arousal,lust,10,8.32,0.0676
gpt45,arousal,malice,10,7.04,0.2004
gpt45,arousal,mammal,10,3.79,0.2689
gpt45,arousal,mansion,10,4.91,0.3449
gpt45,arousal,marvel,10,6.8,0.128
gpt45,arousal,mate,10,6.18,0.2716
gpt45,arousal,melon,10,3.06,0.2164
gpt45,arousal,menace,10,7.37,0.1081
gpt45,arousal,merchant,10,3.85,0.2345
gpt45,arousal,message,10,4.54,0.3344
gpt45,arousal,metal,10,5.03,0.4281
gpt45,arousal,methane,10,3.64,0.4844
gpt45,arousal,method,10,3.73,0.3421
gpt45,arousal,midst,10,3.73,0.4861
gpt45,arousal,mirror,10,4.27,0.1501
