source,variable,word,n,m,sd
gem15,aoa,ham,10,2.85,0.0525
gem15,aoa,hammock,10,4.7,0.81
gem15,aoa,hand,10,1.7,0.16
gem15,aoa,handle,10,3.2,0.21
gem15,aoa,harvest,10,4.6,0.19
gem15,aoa,hate,10,4,0.2
gem15,aoa,head,10,1.6,0.14
gem15,aoa,health,10,3.7,0.26
gem15,aoa,heaven,10,3.95,0.3225
gem15,aoa,hit,10,1.9,0.04
gem15,aoa,honey,10,2.6,0.19
gem15,aoa,hope,10,2.8,0.16
gem15,aoa,hostage,10,6.1,0.09
gem15,aoa,hostess,10,5.5,0.2
gem15,aoa,hurdle,10,4.95,0.1225
gem15,aoa,husband,10,5.25,0.4625
gem15,aoa,impress,10,4.95,0.2725
gem15,aoa,incest,10,6.15,0.9025
gem15,aoa,island,10,3.95,0.0225
gem15,aoa,issue,10,5.05,0.0225
gem15,aoa,item,10,3.65,0.1525
gem15,aoa,jacket,10,3.4,0.14
gem15,aoa,jewel,10,4.2,0.31
gem15,aoa,jungle,10,4.25,0.1625
gem15,aoa,junk,10,4.25,0.3625
gem15,aoa,justice,10,5.3,0.71
gem15,aoa,kill,10,3.9,0.29
gem15,aoa,knock,10,2.25,0.1125
gem15,aoa,knowledge,10,5.2,0.11
gem15,aoa,lace,10,3.95,0.1225
gem15,aoa,ladder,10,3.2,0.11
gem15,aoa,launch,10,4.55,0.2225
gem15,aoa,leaf,10,2.6,0.14
gem15,aoa,leisure,10,5.75,0.1125
gem15,aoa,leopard,10,4.8,0.36
gem15,aoa,lettuce,10,3.6,0.14
gem15,aoa,limit,10,4.7,0.16
gem15,aoa,line,10,2.25,0.1625
gem15,aoa,lobster,10,4.5,0.2
gem15,aoa,luck,10,3.3,0.21
gem15,aoa,luggage,10,4.8,0.06
gem15,aoa,lumber,10,4.75,0.1625
gem15,aoa,lunch,10,3.3,0.26
gem15,aoa,lust,10,5.6,0.44
gem15,aoa,malice,10,5.9,0.09
gem15,aoa,mammal,10,4.7,0.76
gem15,aoa,mansion,10,5.2,0.51
gem15,aoa,marvel,10,4.9,0.04
gem15,aoa,mate,10,3.2,0.21
gem15,aoa,melon,10,3.05,0.0225
gem15,aoa,menace,10,5,0.35
gem15,aoa,merchant,10,5.35,0.2525
gem15,aoa,message,10,4,0.05
gem15,aoa,metal,10,3.55,0.2225
gem15,aoa,methane,10,6.3,0.11
gem15,aoa,method,10,5,0.2
gem15,aoa,midst,10,4.85,0.3525
gem15,aoa,mirror,10,3.1,0.09
gem15,aoa,mischief,10,4.05,0.2225
gem15,aoa,mistress,10,6.15,0.0525
gem15,aoa,model,10,4.1,0.29
gem15,aoa,moisture,10,4.85,0.1525
gem15,aoa,moment,10,2.9,0.44
gem15,aoa,monarch,10,5.95,0.1225
gem15,aoa,monkey,10,2.85,0.1525
gem15,aoa,monster,10,3.45,0.1725
gem15,aoa,mood,10,4.05,0.0225
gem15,aoa,morsel,10,4.3,0.21
gem15,aoa,moth,10,3.45,0.1725
gem15,aoa,mother,10,1.35,0.1525
gem15,aoa,mug,10,3.25,0.1625
gem15,aoa,mural,10,5.8,0.41
gem15,aoa,myth,10,5.45,0.2225
gem15,aoa,necklace,10,4.35,0.2025
gem15,aoa,nectar,10,5.1,0.24
gem15,aoa,needle,10,3.6,0.14
gem15,aoa,neglect,10,5.5,0.15
gem15,aoa,neutral,10,5.25,0.2125
gem15,aoa,notion,10,4.85,0.2025
gem15,aoa,nuisance,10,5.3,0.16
gem15,aoa,nurture,10,5.5,0.2
gem15,aoa,office,10,4.2,0.51
gem15,aoa,ordeal,10,5.95,0.0225
gem15,aoa,outrage,10,5.65,0.4025
gem15,aoa,packet,10,4.3,0.21
gem15,aoa,palace,10,4.95,0.2725
gem15,aoa,pamphlet,10,5.8,0.11
gem15,aoa,panther,10,4.25,0.2625
gem15,aoa,parade,10,4,0.05
gem15,aoa,parrot,10,3.55,0.4225
gem15,aoa,passage,10,4.95,0.1225
gem15,aoa,passion,10,5.5,0.25
gem15,aoa,pause,10,4.25,0.1625
gem15,aoa,pelvis,10,6.25,0.1625
gem15,aoa,pension,10,6.2,0.11
gem15,aoa,people,10,1.95,0.0225
gem15,aoa,person,10,2.15,0.1025
gem15,aoa,pest,10,3.8,0.11
gem15,aoa,phantom,9,5.5,0.277778
gem15,aoa,phase,10,5.45,0.2225
gem15,aoa,pheasant,10,5.8,0.16
gem15,aoa,picket,10,6,0.15
gem15,aoa,picture,10,2.7,0.51
gem15,aoa,piece,10,2.8,0.16
gem15,aoa,pillow,10,2.8,0.11
gem15,aoa,pint,10,4.4,0.24
gem15,aoa,pity,10,4.55,0.1725
gem15,aoa,plasma,10,6.25,0.9125
gem15,aoa,plea,10,5.2,0.41
gem15,aoa,pleasure,10,4.15,0.2025
gem15,aoa,police,10,4.3,0.16
gem15,aoa,portrait,10,5.2,0.51
gem15,aoa,power,10,4.05,0.2225
gem15,aoa,prestige,10,6.4,0.14
gem15,aoa,pride,10,4.7,0.16
gem15,aoa,prince,10,4.15,0.3025
gem15,aoa,princess,10,3.9,0.24
gem15,aoa,prison,10,5.2,0.16
gem15,aoa,product,10,4.75,0.2125
gem15,aoa,progress,10,5.05,0.2725
gem15,aoa,project,10,5.35,0.1525
gem15,aoa,pumpkin,10,3.15,0.1025
gem15,aoa,punch,10,3.35,0.3025
gem15,aoa,pupil,10,4.05,0.0225
gem15,aoa,puzzle,10,4.1,0.34
gem15,aoa,python,10,5.5,0.2
gem15,aoa,rain,10,2,0.15
gem15,aoa,rattle,10,2.25,0.1625
gem15,aoa,reason,10,4.5,0.15
gem15,aoa,recall,10,4.75,0.3625
gem15,aoa,reject,10,4.95,0.3725
gem15,aoa,report,10,4.65,0.4025
gem15,aoa,reptile,10,4.25,0.2625
gem15,aoa,resort,10,5.4,0.19
gem15,aoa,respect,10,4.35,0.6025
gem15,aoa,risk,10,4.8,0.21
gem15,aoa,role,10,5.05,0.0725
gem15,aoa,romance,10,5.5,0.9
gem15,aoa,rubble,10,5.35,0.1525
gem15,aoa,ruffle,10,4.2,0.16
gem15,aoa,saloon,10,5.6,0.19
gem15,aoa,sandwich,10,3.65,0.1025
gem15,aoa,scalpel,9,6.388889,0.154321
gem15,aoa,script,10,5.15,0.1025
gem15,aoa,seed,10,2.85,0.1525
gem15,aoa,sentence,10,4.65,0.7525
gem15,aoa,service,10,4.65,0.1525
gem15,aoa,settle,10,4.55,0.1725
gem15,aoa,shaft,10,4.75,0.1125
gem15,aoa,shame,10,4.6,0.24
gem15,aoa,shark,10,3.6,0.24
gem15,aoa,shirt,10,2.6,0.49
gem15,aoa,shrug,10,3.9,0.24
gem15,aoa,signal,10,4.2,0.16
gem15,aoa,sin,10,4.85,0.3025
gem15,aoa,sister,10,1.9,0.04
gem15,aoa,slave,10,5.35,0.8025
gem15,aoa,sleep,10,1.75,0.1125
gem15,aoa,slope,10,3.95,0.3225
gem15,aoa,slum,9,5.611111,0.154321
gem15,aoa,smear,10,4.65,0.2025
gem15,aoa,smell,10,2,0
gem15,aoa,snail,10,3.4,0.39
gem15,aoa,snort,9,3.722222,0.17284
gem15,aoa,soldier,10,4.6,0.19
gem15,aoa,sorrow,10,4.75,0.2625
gem15,aoa,sparkle,10,4.05,0.0225
gem15,aoa,spinach,10,3.95,0.1225
gem15,aoa,spirit,10,4.45,0.2225
gem15,aoa,spit,10,2.95,0.5725
gem15,aoa,spring,10,2.75,0.2125
gem15,aoa,squash,10,3.7,0.16
gem15,aoa,squeeze,10,3.5,0.25
gem15,aoa,stab,10,4.35,0.3025
gem15,aoa,status,10,6,0.05
gem15,aoa,stock,10,5.15,0.1025
gem15,aoa,stomach,10,3.2,0.31
gem15,aoa,stove,10,3.65,0.1525
gem15,aoa,strand,10,4.05,0.0725
gem15,aoa,stretch,10,3.45,0.2225
gem15,aoa,stride,10,4,0.35
gem15,aoa,string,10,2.9,0.19
gem15,aoa,suburb,10,5.6,0.19
gem15,aoa,success,10,5,0.15
gem15,aoa,surgeon,10,6.3,0.36
gem15,aoa,sweater,10,3.75,0.1625
gem15,aoa,sword,10,3.8,0.36
gem15,aoa,table,10,2.1,0.09
gem15,aoa,taboo,10,6.05,0.0225
gem15,aoa,talent,10,4.95,0.1225
gem15,aoa,terror,10,4.7,0.36
gem15,aoa,texture,10,4.9,0.24
gem15,aoa,throat,10,2.65,0.4525
gem15,aoa,tiger,10,3.05,0.1725
gem15,aoa,toast,10,3.35,0.1525
gem15,aoa,toilet,10,3.1,0.19
gem15,aoa,tortoise,10,4.7,0.16
gem15,aoa,town,10,2.95,0.0725
gem15,aoa,toxin,10,6.25,0.9125
gem15,aoa,traffic,10,4.45,0.1725
gem15,aoa,transit,10,5.2,0.16
gem15,aoa,treason,10,6.45,0.1225
gem15,aoa,treasure,10,4.4,0.24
gem15,aoa,trend,10,5.15,0.6525
gem15,aoa,triumph,10,5.7,0.21
gem15,aoa,troll,10,4.65,0.2025
gem15,aoa,trouble,10,4,0.15
gem15,aoa,trousers,10,3.8,0.11
gem15,aoa,trumpet,10,4.1,0.04
gem15,aoa,trust,10,3.95,0.4725
gem15,aoa,tulip,10,3.9,0.04
gem15,aoa,tumble,10,3.15,0.3025
gem15,aoa,typhoon,10,5.5,0.2
gem15,aoa,ulcer,10,6.4,0.14
gem15,aoa,urge,10,4.55,0.2225
gem15,aoa,usher,10,5.25,0.3625
gem15,aoa,venom,10,5.15,0.2525
gem15,aoa,verge,10,5.65,0.2025
gem15,aoa,version,10,6,0
gem15,aoa,victim,10,5.25,0.1625
gem15,aoa,virtue,10,5.55,0.1725
gem15,aoa,vowel,10,5.45,0.2225
gem15,aoa,vulture,10,5.6,0.54
gem15,aoa,waitress,10,5.3,0.36
gem15,aoa,wallet,10,4.6,0.79
gem15,aoa,walnut,10,4.3,0.26
gem15,aoa,walrus,10,5,0.4
gem15,aoa,whimper,10,3.65,0.1525
gem15,aoa,whisper,10,3.4,0.19
gem15,aoa,whore,10,6.15,0.0525
gem15,aoa,wisdom,10,6.15,0.1025
gem15,aoa,wish,10,2.65,0.2525
gem15,aoa,wit,10,5.6,0.14
gem15,aoa,wood,10,2.45,0.1725
gem15,aoa,wrath,10,5.4,0.69
gem15,aoa,wrestle,10,4.55,0.1725
gem15,aoa,yeast,10,5.8,0.36
gem15,aoa,zebra,10,3.95,0.2225
gem15,arousal,affair,10,5.5,0.45
gem15,arousal,aisle,10,2.25,0.3625
gem15,arousal,anchor,10,2.75,0.1625
gem15,arousal,anger,10,6.8,0.16
gem15,arousal,ant,10,1.9,0.29
gem15,arousal,applause,10,5.74,0.2484
gem15,arousal,apple,10,2.2,0.11
gem15,arousal,apron,10,2.3,0.21
gem15,arousal,arson,10,7.5,0.45
gem15,arousal,art,10,3.7,0.41
gem15,arousal,artist,10,3.73,0.5561
gem15,arousal,aspect,10,2.5,0.25
gem15,arousal,asthma,10,4.9,0.49
gem15,arousal,attempt,10,3.86,0.2664
gem15,arousal,author,10,3.55,0.1725
gem15,arousal,baby,10,3.5,0.25
gem15,arousal,balloon,10,4.4,0.44
gem15,arousal,ban,10,4.3,0.41
gem15,arousal,bandage,10,2.9,0.29
gem15,arousal,basket,10,2.1,0.29
gem15,arousal,battle,10,7.1,0.09
gem15,arousal,bead,10,2.25,0.1625
gem15,arousal,beer,10,3.9,0.29
gem15,arousal,beggar,10,3.1,0.29
gem15,arousal,belief,10,3.15,0.3025
gem15,arousal,bitch,10,6.3,0.21
gem15,arousal,blame,10,4.75,0.2625
gem15,arousal,bliss,10,5.5,2.25
gem15,arousal,blister,10,4.4,0.24
gem15,arousal,blood,10,5.15,0.3025
gem15,arousal,blouse,10,2.76,0.3584
gem15,arousal,boast,10,5.3,0.81
gem15,arousal,bondage,10,6.15,0.2025
gem15,arousal,bonnet,10,2.54,0.2244
gem15,arousal,bounce,10,5.25,0.7625
gem15,arousal,bowel,10,2.6,0.64
gem15,arousal,bowl,10,2.05,0.4225
gem15,arousal,bracket,10,2.24,0.2484
gem15,arousal,breakfast,10,3.05,0.4225
gem15,arousal,breast,10,4,0.8
gem15,arousal,bulge,10,4.23,0.4161
gem15,arousal,button,10,2,0.2
gem15,arousal,camp,10,3.02,0.0736
gem15,arousal,cancer,10,6.2,0.16
gem15,arousal,candle,10,2.6,0.24
gem15,arousal,candy,10,4.05,0.3225
gem15,arousal,canoe,10,2.75,0.1625
gem15,arousal,carcass,10,4.25,0.4625
gem15,arousal,caress,10,4.9,0.49
gem15,arousal,carpet,10,1.93,0.0241
gem15,arousal,carriage,10,2.95,0.2225
gem15,arousal,castle,10,3.75,0.7625
gem15,arousal,cattle,10,2.25,0.1625
gem15,arousal,caution,10,4.5,0.25
gem15,arousal,cease,10,2.6,0.44
gem15,arousal,ceiling,10,2,0.2
gem15,arousal,chauffeur,10,2.7,0.21
gem15,arousal,chest,10,2.85,0.5025
gem15,arousal,chew,10,2.95,0.2225
gem15,arousal,child,10,3.49,0.2409
gem15,arousal,chord,10,3.1,0.29
gem15,arousal,circuit,10,3.35,0.4025
gem15,arousal,city,10,3.3,0.26
gem15,arousal,class,10,3.05,0.3225
gem15,arousal,clergy,10,2.87,0.4121
gem15,arousal,cloak,10,2.85,0.4025
gem15,arousal,closure,10,2.74,1.0084
gem15,arousal,clover,10,2.2,0.16
gem15,arousal,coffin,10,4.85,1.1025
gem15,arousal,column,10,2.65,0.4025
gem15,arousal,comb,10,2.23,0.1361
gem15,arousal,compass,10,2.75,0.4625
gem15,arousal,complex,10,4.04,0.4244
gem15,arousal,concept,10,2.92,0.0976
gem15,arousal,consent,10,3.4,0.44
gem15,arousal,console,10,3,0.4
gem15,arousal,contempt,10,5.34,0.1904
gem15,arousal,context,10,3,0.6
gem15,arousal,contract,10,3.25,0.2625
gem15,arousal,costume,10,3.6,0.44
gem15,arousal,cottage,10,2.15,0.2025
gem15,arousal,cotton,10,1.85,0.1025
gem15,arousal,couch,10,1.65,0.2025
gem15,arousal,cough,10,3.52,0.3436
gem15,arousal,county,10,2.12,0.3596
gem15,arousal,courage,10,5.35,0.3025
gem15,arousal,crab,10,3.1,0.29
gem15,arousal,cricket,10,2.9,0.44
gem15,arousal,crisis,10,7.3,0.21
gem15,arousal,crude,10,4.7,0.21
gem15,arousal,crystal,10,3.1,0.69
gem15,arousal,cuddle,10,3,2
gem15,arousal,culture,10,3.41,0.2929
gem15,arousal,cure,10,4.15,0.3025
gem15,arousal,curtain,10,2.05,0.0225
gem15,arousal,cushion,10,1.85,0.1025
gem15,arousal,dance,10,6.05,0.4225
gem15,arousal,dandruff,10,2.1,0.29
gem15,arousal,dare,10,5.8,0.36
gem15,arousal,date,10,4,1
gem15,arousal,delight,10,5.77,0.5561
gem15,arousal,desert,10,2.95,0.2225
gem15,arousal,despair,10,6.3,0.21
gem15,arousal,dessert,10,3.3,0.61
gem15,arousal,device,10,3.05,0.5225
gem15,arousal,dinner,10,2.8,0.16
gem15,arousal,disgust,10,5,1.4
gem15,arousal,doctor,10,3.8,0.36
gem15,arousal,doctrine,10,3,0.65
gem15,arousal,donkey,10,2.45,0.2225
gem15,arousal,doom,10,6.9,0.29
gem15,arousal,doubt,10,4.1,0.49
gem15,arousal,dread,10,6.35,0.5025
gem15,arousal,duty,10,3.1,0.49
gem15,arousal,ease,10,1.7,0.21
gem15,arousal,employ,10,3.6,0.24
gem15,arousal,escort,10,4.75,0.3625
gem15,arousal,essence,10,2.5,0.25
gem15,arousal,excuse,10,3.3,0.41
gem15,arousal,faith,10,3.52,0.4736
gem15,arousal,fame,10,5.9,0.09
gem15,arousal,farewell,10,3.83,0.1801
gem15,arousal,fault,10,4,0.6
gem15,arousal,feat,10,5.1,0.49
gem15,arousal,fiction,10,3.5,0.25
gem15,arousal,figment,10,3.4,0.24
gem15,arousal,fire,10,6.7,0.21
gem15,arousal,flea,10,3.7,0.41
gem15,arousal,fleet,10,3.65,0.7025
gem15,arousal,flourish,10,4.75,0.4625
gem15,arousal,food,10,3.05,0.2225
gem15,arousal,forehead,10,2.1,0.49
gem15,arousal,forge,10,4.66,0.3904
gem15,arousal,fortress,10,3.49,0.2009
gem15,arousal,fraud,10,5.85,0.2025
gem15,arousal,freedom,10,5.4,1.24
gem15,arousal,function,10,2.8,0.16
gem15,arousal,fuss,10,5.3,0.21
gem15,arousal,gain,10,4.05,0.3225
gem15,arousal,game,10,4.7,0.61
gem15,arousal,garbage,10,2.55,0.4225
gem15,arousal,giraffe,10,2.7,0.21
gem15,arousal,gist,10,2.8,0.16
gem15,arousal,glacier,10,2.1,0.09
gem15,arousal,glee,10,7.15,0.3025
gem15,arousal,gloom,10,3,1.4
gem15,arousal,goose,10,2.25,0.1625
gem15,arousal,greed,10,5.6,0.24
gem15,arousal,grind,10,3.9,0.89
gem15,arousal,guilt,10,4.6,1.24
gem15,arousal,guitar,10,4.5,0.45
gem15,arousal,hall,10,2.15,0.2525
gem15,arousal,ham,10,2.45,0.4225
gem15,arousal,hammock,10,1.6,0.24
gem15,arousal,hand,10,2.25,0.3625
gem15,arousal,handle,10,2.65,0.2025
gem15,arousal,harvest,10,3.71,0.2069
gem15,arousal,hate,10,6.35,0.2025
gem15,arousal,head,10,2.35,0.5025
gem15,arousal,health,10,3.1,0.29
gem15,arousal,heaven,10,4.5,1.25
gem15,arousal,hit,10,5.5,0.45
gem15,arousal,honey,10,2.8,0.56
gem15,arousal,hope,10,3.95,0.9225
gem15,arousal,hostage,10,6.7,0.16
gem15,arousal,hostess,10,4.01,0.0009
gem15,arousal,hurdle,10,4.35,0.6025
gem15,arousal,husband,10,3,0.6
gem15,arousal,impress,10,5.2,0.36
gem15,arousal,incest,10,7.07,0.0441
gem15,arousal,island,10,2.87,0.0921
gem15,arousal,issue,10,4.1,0.29
gem15,arousal,item,10,2.34,0.2004
gem15,arousal,jacket,10,2.4,0.24
gem15,arousal,jewel,10,4.6,1.04
gem15,arousal,jungle,10,5,0.4
gem15,arousal,junk,10,3,0.6
gem15,arousal,justice,10,4.1,0.49
gem15,arousal,kill,10,7.28,0.1856
gem15,arousal,knock,10,4.13,0.4721
gem15,arousal,knowledge,10,3.3,0.21
gem15,arousal,lace,10,3.1,0.49
gem15,arousal,ladder,10,2.75,0.2625
gem15,arousal,launch,10,5.8,0.36
gem15,arousal,leaf,10,1.85,0.2025
gem15,arousal,leisure,10,2.25,0.1625
gem15,arousal,leopard,10,5.2,0.36
gem15,arousal,lettuce,10,2,0.2
gem15,arousal,limit,10,2.9,0.34
gem15,arousal,line,10,2.35,0.2025
gem15,arousal,lobster,10,3.68,0.2016
gem15,arousal,luck,10,4.3,0.61
gem15,arousal,luggage,10,2,0.2
gem15,arousal,lumber,10,2.15,0.1025
gem15,arousal,lunch,10,2.75,0.4625
gem15,arousal,lust,10,7.15,0.2025
gem15,arousal,malice,10,6.04,0.3044
gem15,arousal,mammal,10,2.9,0.29
gem15,arousal,mansion,10,3.8,0.61
gem15,arousal,marvel,10,5.65,0.2025
gem15,arousal,mate,10,3.35,0.4025
gem15,arousal,melon,10,2.4,0.24
gem15,arousal,menace,10,6.6,0.44
gem15,arousal,merchant,10,3.1,0.29
gem15,arousal,message,10,3.15,0.3025
gem15,arousal,metal,10,3.13,0.2921
gem15,arousal,methane,10,3.4,0.44
gem15,arousal,method,10,2.8,0.16
gem15,arousal,midst,10,2.55,0.4225
gem15,arousal,mirror,10,2.3,0.21
gem15,arousal,mischief,10,5.5,0.45
gem15,arousal,mistress,10,5.6,0.64
gem15,arousal,model,10,3.6,0.44
gem15,arousal,moisture,10,2.11,0.0889
gem15,arousal,moment,10,2.6,0.24
gem15,arousal,monarch,10,4.1,0.69
gem15,arousal,monkey,10,4,0.2
gem15,arousal,monster,10,6.1,0.09
gem15,arousal,mood,10,3.75,0.4625
gem15,arousal,morsel,10,2.3,0.21
gem15,arousal,moth,10,2.3,0.61
gem15,arousal,mother,10,3.1,0.69
gem15,arousal,mug,10,3.6,1.64
gem15,arousal,mural,10,3.3,0.36
gem15,arousal,myth,10,3.65,0.4525
gem15,arousal,necklace,10,2.45,0.2225
gem15,arousal,nectar,10,3.75,0.5625
gem15,arousal,needle,10,3.5,0.25
gem15,arousal,neglect,10,4.3,0.61
gem15,arousal,neutral,10,3.3,0.61
gem15,arousal,notion,10,2.95,0.3225
gem15,arousal,nuisance,10,4.5,0.65
gem15,arousal,nurture,10,3.15,0.4025
gem15,arousal,office,10,2.4,0.29
gem15,arousal,ordeal,10,6.58,0.2276
gem15,arousal,outrage,10,7,0.2
gem15,arousal,packet,10,2.3,0.26
gem15,arousal,palace,10,4.2,0.36
gem15,arousal,pamphlet,10,1.85,0.2025
gem15,arousal,panther,10,5.45,0.4225
gem15,arousal,parade,10,5.3,0.61
gem15,arousal,parrot,10,3.6,0.44
gem15,arousal,passage,10,2.9,0.49
gem15,arousal,passion,10,7.3,0.41
gem15,arousal,pause,10,2,0
gem15,arousal,pelvis,10,2.8,0.56
gem15,arousal,pension,10,2.15,0.4025
gem15,arousal,people,10,3.65,0.4025
gem15,arousal,person,10,2.7,0.41
gem15,arousal,pest,10,4.5,0.65
gem15,arousal,phantom,10,4.65,0.2025
gem15,arousal,phase,10,2.7,0.21
