source,variable,word,n,m,sd
gpt4o,lexdec,cloak,10,550.4,44.126586
gpt4o,lexdec,closure,10,573.1,49.147058
gpt4o,lexdec,clover,10,572.9,78.990084
gpt4o,lexdec,coffin,10,606.4,60.430309
gpt4o,lexdec,column,10,554.5,69.018919
gpt4o,lexdec,comb,10,555.4,65.158269
gpt4o,lexdec,compass,10,545.9,67.746997
gpt4o,lexdec,complex,10,570.6,49.286464
gpt4o,lexdec,concept,10,578.1,49.480524
gpt4o,lexdec,consent,10,549.5,46.395043
gpt4o,lexdec,console,10,568.3,56.8195
gpt4o,lexdec,contempt,10,611.1,72.900922
gpt4o,lexdec,context,10,545.3,67.2459
gpt4o,lexdec,contract,10,577.6,60.963012
gpt4o,lexdec,costume,10,541.7,69.4263
gpt4o,lexdec,cottage,10,543,60.009259
gpt4o,lexdec,cotton,10,538.3,50.188644
gpt4o,lexdec,couch,10,558,71.655038
gpt4o,lexdec,cough,10,550.3,78.506971
gpt4o,lexdec,county,10,569.5,75.330752
gpt4o,lexdec,courage,10,575.7,74.067612
gpt4o,lexdec,crab,10,548.2,60.536123
gpt4o,lexdec,cricket,10,568.4,55.126521
gpt4o,lexdec,crisis,10,537.9,43.406221
gpt4o,lexdec,crude,10,538,57.696524
gpt4o,lexdec,crystal,10,565.4,57.304644
gpt4o,lexdec,cuddle,10,592.4,76.716216
gpt4o,lexdec,culture,10,590.9,72.820098
gpt4o,lexdec,cure,10,522.4,67.83018
gpt4o,lexdec,curtain,10,533.3,65.664213
gpt4o,lexdec,cushion,10,554.6,82.498754
gpt4o,lexdec,dance,10,535.5,75.514899
gpt4o,lexdec,dandruff,10,595.6,50.416488
gpt4o,lexdec,dare,10,505.7,56.008035
gpt4o,lexdec,date,10,505.8,57.944034
gpt4o,lexdec,delight,10,580.3,57.521107
gpt4o,lexdec,desert,10,535.6,55.801633
gpt4o,lexdec,despair,10,587.4,63.887401
gpt4o,lexdec,dessert,10,544.8,81.774487
gpt4o,lexdec,device,10,585,62.360956
gpt4o,lexdec,dinner,10,544,62.039414
gpt4o,lexdec,disgust,10,593.5,57.689302
gpt4o,lexdec,doctor,10,528.5,57.785523
gpt4o,lexdec,doctrine,10,616.3,48.203389
gpt4o,lexdec,donkey,10,579.7,58.286743
gpt4o,lexdec,doom,10,562.8,62.194676
gpt4o,lexdec,doubt,10,560.5,46.655356
gpt4o,lexdec,dread,10,604.5,60.756801
gpt4o,lexdec,duty,10,523.5,65.703458
gpt4o,lexdec,ease,10,500.1,57.941446
gpt4o,lexdec,employ,10,548.7,44.810837
gpt4o,lexdec,escort,10,560,50.27701
gpt4o,lexdec,essence,10,566,63.58721
gpt4o,lexdec,excuse,10,539,44.271887
gpt4o,lexdec,faith,10,525.5,57.370627
gpt4o,lexdec,fame,10,541.9,57.178959
gpt4o,lexdec,farewell,10,593,84.432748
gpt4o,lexdec,fault,10,539.4,66.023901
gpt4o,lexdec,feat,10,525.3,80.917036
gpt4o,lexdec,fiction,10,537.2,60.947701
gpt4o,lexdec,figment,10,562.7,47.523211
gpt4o,lexdec,fire,10,490.5,67.80077
gpt4o,lexdec,flea,10,542.5,84.828258
gpt4o,lexdec,fleet,10,547.7,60.079669
gpt4o,lexdec,flourish,10,623,67.29702
gpt4o,lexdec,food,10,500.1,63.3692
gpt4o,lexdec,forehead,10,576,50.979299
gpt4o,lexdec,forge,10,566.2,67.056858
gpt4o,lexdec,fortress,10,573.4,63.814314
gpt4o,lexdec,fraud,10,559.4,65.720283
gpt4o,lexdec,freedom,10,513.6,48.917618
gpt4o,lexdec,function,10,562.2,57.661464
gpt4o,lexdec,fuss,10,587.3,78.291549
gpt4o,lexdec,gain,10,511.7,75.446891
gpt4o,lexdec,game,10,508.5,52.812562
gpt4o,lexdec,garbage,10,601.6,83.54932
gpt4o,lexdec,giraffe,10,620.2,28.989653
gpt4o,lexdec,gist,10,529,81.09665
gpt4o,lexdec,glacier,10,580.9,41.045909
gpt4o,lexdec,glee,10,549.8,95.588005
gpt4o,lexdec,gloom,10,564.7,45.090157
gpt4o,lexdec,goose,10,549.5,84.177392
gpt4o,lexdec,greed,10,521.5,67.249535
gpt4o,lexdec,grind,10,544,73.96696
gpt4o,lexdec,guilt,10,546.3,92.097834
gpt4o,lexdec,guitar,10,539.5,57.176627
gpt4o,lexdec,hall,10,492.6,58.737079
gpt4o,lexdec,ham,10,490.6,56.819793
gpt4o,lexdec,hammock,10,585.7,70.050855
gpt4o,lexdec,hand,10,517.1,81.793031
gpt4o,lexdec,handle,10,551.9,86.445166
gpt4o,lexdec,harvest,10,586.5,60.325506
gpt4o,lexdec,hate,10,550,42.557151
gpt4o,lexdec,head,10,473.9,68.508637
gpt4o,lexdec,health,10,555.2,38.706302
gpt4o,lexdec,heaven,10,557.5,63.694148
gpt4o,lexdec,hit,10,519.5,66.183667
gpt4o,lexdec,honey,10,539.4,52.645988
gpt4o,lexdec,hope,10,514.6,49.681653
gpt4o,lexdec,hostage,10,608,53.861963
gpt4o,lexdec,hostess,10,567.3,52.552725
gpt4o,lexdec,hurdle,10,578.3,49.227477
gpt4o,lexdec,husband,10,540,51.693541
gpt4o,lexdec,impress,10,572,86.608955
gpt4o,lexdec,incest,10,607.8,65.99798
gpt4o,lexdec,island,10,523.2,65.837848
gpt4o,lexdec,issue,10,517.5,51.737049
gpt4o,lexdec,item,10,509,73.81659
gpt4o,lexdec,jacket,10,526.2,60.304413
gpt4o,lexdec,jewel,10,544.5,43.808294
gpt4o,lexdec,jungle,10,556,69.755127
gpt4o,lexdec,junk,10,548.4,85.264556
gpt4o,lexdec,justice,10,575.5,59.695989
gpt4o,lexdec,kill,10,503.8,72.280011
gpt4o,lexdec,knock,10,578,68.60515
gpt4o,lexdec,knowledge,10,569.2,66.246677
gpt4o,lexdec,lace,10,495.2,69.786659
gpt4o,lexdec,ladder,10,565,41.965594
gpt4o,lexdec,launch,10,587.5,55.239378
gpt4o,lexdec,leaf,10,520.7,70.153878
gpt4o,lexdec,leisure,10,568.6,83.809573
gpt4o,lexdec,leopard,10,612,47.969898
gpt4o,lexdec,lettuce,10,572,87.565848
gpt4o,lexdec,limit,10,551.8,49.476818
gpt4o,lexdec,line,10,491.5,55.179002
gpt4o,lexdec,lobster,10,598.5,45.964358
gpt4o,lexdec,luck,10,524.3,65.93271
gpt4o,lexdec,luggage,10,557.3,68.171434
gpt4o,lexdec,lumber,10,582.5,59.21946
gpt4o,lexdec,lunch,10,554.8,71.056785
gpt4o,lexdec,lust,10,521.2,62.321389
gpt4o,lexdec,malice,10,552.4,62.695383
gpt4o,lexdec,mammal,10,567,40.290611
gpt4o,lexdec,mansion,10,567.8,62.053382
gpt4o,lexdec,marvel,10,585.5,74.535972
gpt4o,lexdec,mate,10,558,72.999239
gpt4o,lexdec,melon,10,528.7,63.908007
gpt4o,lexdec,menace,10,566.2,69.048775
gpt4o,lexdec,merchant,10,579.5,57.996647
gpt4o,lexdec,message,10,524.6,74.518007
gpt4o,lexdec,metal,10,538.9,66.523931
gpt4o,lexdec,methane,10,601.8,53.272465
gpt4o,lexdec,method,10,522.5,63.256532
gpt4o,lexdec,midst,10,551.5,74.723565
gpt4o,lexdec,mirror,10,527.5,45.53692
gpt4o,lexdec,mischief,10,585,59.348313
gpt4o,lexdec,mistress,10,594,47.83072
gpt4o,lexdec,model,10,522.6,59.421657
gpt4o,lexdec,moisture,10,587.5,60.884682
gpt4o,lexdec,moment,10,533.5,79.583988
gpt4o,lexdec,monarch,10,635,44.472214
gpt4o,lexdec,monkey,10,558.3,55.20477
gpt4o,lexdec,monster,10,625.5,53.512719
gpt4o,lexdec,mood,10,519.4,42.442641
gpt4o,lexdec,morsel,10,565.5,66.141683
gpt4o,lexdec,moth,10,557.7,68.970283
gpt4o,lexdec,mother,10,496,42.674478
gpt4o,lexdec,mug,10,508.1,49.771589
gpt4o,lexdec,mural,10,561.6,54.54906
gpt4o,lexdec,myth,10,561.9,67.707623
gpt4o,lexdec,necklace,10,604.2,75.397907
gpt4o,lexdec,nectar,10,558.1,81.038331
gpt4o,lexdec,needle,10,555.7,46.468747
gpt4o,lexdec,neglect,10,597.8,46.780338
gpt4o,lexdec,neutral,10,570,72.033943
gpt4o,lexdec,notion,10,567.4,58.725728
gpt4o,lexdec,nuisance,10,562.8,58.076195
gpt4o,lexdec,nurture,10,602,58.080404
gpt4o,lexdec,office,10,522.5,55.739972
gpt4o,lexdec,ordeal,10,575.7,51.715139
gpt4o,lexdec,outrage,10,582.5,58.559087
gpt4o,lexdec,packet,10,564.5,63.674956
gpt4o,lexdec,palace,10,547.3,77.89316
gpt4o,lexdec,pamphlet,10,591.7,64.949639
gpt4o,lexdec,panther,10,555.3,53.466604
gpt4o,lexdec,parade,10,548.3,61.309869
gpt4o,lexdec,parrot,10,582.5,58.321427
gpt4o,lexdec,passage,10,565.5,67.636693
gpt4o,lexdec,passion,10,555.5,57.128024
gpt4o,lexdec,pause,10,558,62.464212
gpt4o,lexdec,pelvis,10,584.9,64.705229
gpt4o,lexdec,pension,10,577.7,77.664592
gpt4o,lexdec,people,10,509.5,53.408801
gpt4o,lexdec,person,10,510.4,60.42847
gpt4o,lexdec,pest,10,539,45.570458
gpt4o,lexdec,phantom,10,626.5,59.584207
gpt4o,lexdec,phase,10,536.2,72.600582
gpt4o,lexdec,pheasant,10,626,66.255398
gpt4o,lexdec,picket,10,579,73.060097
gpt4o,lexdec,picture,10,545.5,49.410413
gpt4o,lexdec,piece,10,537.5,78.854648
gpt4o,lexdec,pillow,10,563.5,64.465753
gpt4o,lexdec,pint,10,524,52.799411
gpt4o,lexdec,pity,10,536,71.910438
gpt4o,lexdec,plasma,10,561.5,58.880765
gpt4o,lexdec,plea,10,559,56.558721
gpt4o,lexdec,pleasure,10,546,60.221812
gpt4o,lexdec,police,10,552.1,58.941496
gpt4o,lexdec,portrait,10,583.7,45.791921
gpt4o,lexdec,power,10,537.6,55.152717
gpt4o,lexdec,prestige,10,623.4,66.750281
gpt4o,lexdec,pride,10,565.3,54.020675
gpt4o,lexdec,prince,10,522.5,50.401168
gpt4o,lexdec,princess,10,567.5,41.78317
gpt4o,lexdec,prison,10,588,82.771439
gpt4o,lexdec,product,10,559,59.198348
gpt4o,lexdec,progress,10,549.9,50.634749
gpt4o,lexdec,project,10,524.7,59.896299
gpt4o,lexdec,pumpkin,10,557.5,47.912536
gpt4o,lexdec,punch,10,541.8,56.302358
gpt4o,lexdec,pupil,10,532.7,54.804805
gpt4o,lexdec,puzzle,10,595.5,64.569084
gpt4o,lexdec,python,10,575.8,61.551785
gpt4o,lexdec,rain,10,501.5,67.08411
gpt4o,lexdec,rattle,10,559.2,85.905374
gpt4o,lexdec,reason,10,534,97.119628
gpt4o,lexdec,recall,10,540.8,67.837715
gpt4o,lexdec,reject,10,549.9,55.026155
gpt4o,lexdec,report,10,535.3,86.002649
gpt4o,lexdec,reptile,10,606,57.242176
gpt4o,lexdec,resort,10,567.4,49.764334
gpt4o,lexdec,respect,10,563,44.8578
gpt4o,lexdec,risk,10,512.8,50.404585
gpt4o,lexdec,role,10,537.6,59.831616
gpt4o,lexdec,romance,10,551,33.64851
gpt4o,lexdec,rubble,10,577.1,61.957781
gpt4o,lexdec,ruffle,10,621.5,52.759939
gpt4o,lexdec,saloon,10,592,67.141641
gpt4o,lexdec,sandwich,10,568.7,47.844772
gpt4o,lexdec,scalpel,10,610.5,26.713501
gpt4o,lexdec,script,10,550.7,63.020367
gpt4o,lexdec,seed,10,538.6,64.002083
gpt4o,lexdec,sentence,10,537.2,55.832687
gpt4o,lexdec,service,10,568,53.03039
gpt4o,lexdec,settle,10,529.6,57.556156
gpt4o,lexdec,shaft,10,550.5,60.481861
gpt4o,lexdec,shame,10,539.7,58.768945
gpt4o,lexdec,shark,10,557.9,74.510924
gpt4o,lexdec,shirt,10,554.1,71.034342
gpt4o,lexdec,shrug,10,582,64.558328
gpt4o,lexdec,signal,10,528.5,53.750969
gpt4o,lexdec,sin,10,545.9,75.852855
gpt4o,lexdec,sister,10,510.4,50.215535
gpt4o,lexdec,slave,10,543.5,72.999619
gpt4o,lexdec,sleep,10,533.1,64.897269
gpt4o,lexdec,slope,10,555.5,52.886146
gpt4o,lexdec,slum,10,567,63.648339
gpt4o,lexdec,smear,10,582.4,47.563291
gpt4o,lexdec,smell,10,499,75.967829
gpt4o,lexdec,snail,10,579.5,72.051293
gpt4o,lexdec,snort,10,578.7,63.396547
gpt4o,lexdec,soldier,10,572.3,54.012447
gpt4o,lexdec,sorrow,10,576.3,59.6118
gpt4o,lexdec,sparkle,10,588.6,65.630616
gpt4o,lexdec,spinach,10,592.5,78.889867
gpt4o,lexdec,spirit,10,526.8,58.049404
gpt4o,lexdec,spit,10,581.9,53.452887
gpt4o,lexdec,spring,10,560.1,53.867017
gpt4o,lexdec,squash,10,578,53.956773
gpt4o,lexdec,squeeze,10,574.3,65.628669
gpt4o,lexdec,stab,10,558,66.173173
gpt4o,lexdec,status,10,531,47.88876
gpt4o,lexdec,stock,10,549.1,52.369308
gpt4o,lexdec,stomach,10,613.5,70.16053
gpt4o,lexdec,stove,10,545.8,74.28743
gpt4o,lexdec,strand,10,590,49.944414
gpt4o,lexdec,stretch,10,559.8,47.564693
gpt4o,lexdec,stride,10,566.4,55.051895
gpt4o,lexdec,string,10,542,44.981478
gpt4o,lexdec,suburb,10,576.5,67.78438
gpt4o,lexdec,success,10,541.1,52.629628
gpt4o,lexdec,surgeon,10,602,60.19413
gpt4o,lexdec,sweater,10,586,77.020921
gpt4o,lexdec,sword,10,547.9,69.231415
gpt4o,lexdec,table,10,515,81.274569
gpt4o,lexdec,taboo,10,593.4,46.940151
gpt4o,lexdec,talent,10,527.8,65.017604
gpt4o,lexdec,terror,10,593.6,87.919408
gpt4o,lexdec,texture,10,568.2,42.178984
gpt4o,lexdec,throat,10,568,85.93279
gpt4o,lexdec,tiger,10,536,69.514187
gpt4o,lexdec,toast,10,553.2,49.386908
gpt4o,lexdec,toilet,10,542.6,60.723783
gpt4o,lexdec,tortoise,10,610.4,72.092841
gpt4o,lexdec,town,10,528.8,73.231444
gpt4o,lexdec,toxin,10,578,88.355343
gpt4o,lexdec,traffic,10,586.5,63.772599
gpt4o,lexdec,transit,10,560,78.351062
gpt4o,lexdec,treason,10,603.5,48.708316
gpt4o,lexdec,treasure,10,555,62.29143
gpt4o,lexdec,trend,10,559.1,57.998946
gpt4o,lexdec,triumph,10,582.3,53.537214
gpt4o,lexdec,troll,10,584.7,75.290622
gpt4o,lexdec,trouble,10,564.9,82.704897
gpt4o,lexdec,trousers,10,618.2,57.356197
gpt4o,lexdec,trumpet,10,576.9,57.807055
gpt4o,lexdec,trust,10,546.5,69.243933
gpt4o,lexdec,tulip,10,561,52.851995
gpt4o,lexdec,tumble,10,608.2,60.865608
gpt4o,lexdec,typhoon,10,614,35.023801
gpt4o,lexdec,ulcer,10,606.5,54.825481
gpt4o,lexdec,urge,10,539.5,63.74646
gpt4o,lexdec,usher,10,570.9,75.830879
gpt4o,lexdec,venom,10,585,57.008771
gpt4o,lexdec,verge,10,566,47.422451
gpt4o,lexdec,version,10,533.7,41.68946
gpt4o,lexdec,victim,10,587.1,73.904518
gpt4o,lexdec,virtue,10,569.5,65.08328
gpt4o,lexdec,vowel,10,554.5,49.522722
gpt4o,lexdec,vulture,10,581.7,57.300475
gpt4o,lexdec,waitress,10,595.3,48.382848
gpt4o,lexdec,wallet,10,572.9,68.830629
gpt4o,lexdec,walnut,10,554.3,57.844715
gpt4o,lexdec,walrus,10,588.4,54.610133
gpt4o,lexdec,whimper,10,594.7,60.47782
gpt4o,lexdec,whisper,10,564.1,65.982237
gpt4o,lexdec,whore,10,641.7,42.570334
gpt4o,lexdec,wisdom,10,551,75.753988
gpt4o,lexdec,wish,10,484.4,60.815203
gpt4o,lexdec,wit,10,514.2,85.412463
gpt4o,lexdec,wood,10,509,58.06127
gpt4o,lexdec,wrath,10,619.5,78.33156
gpt4o,lexdec,wrestle,10,584.9,50.908305
gpt4o,lexdec,yeast,10,600.5,59.602852
gpt4o,lexdec,zebra,10,578.5,71.143439
gpt4o,naming,affair,10,546.5,67.04269
gpt4o,naming,aisle,10,597.9,76.838142
gpt4o,naming,anchor,10,576.8,76.601131
gpt4o,naming,anger,10,522.2,59.241127
gpt4o,naming,ant,10,491.6,62.075581
gpt4o,naming,applause,10,603,68.493309
gpt4o,naming,apple,10,467.9,61.279777
gpt4o,naming,apron,10,540.3,57.979019
gpt4o,naming,arson,10,571.2,93.973755
gpt4o,naming,art,10,479.3,56.570605
gpt4o,naming,artist,10,543.8,66.142607
gpt4o,naming,aspect,10,507.1,70.606027
gpt4o,naming,asthma,10,593.6,97.675426
gpt4o,naming,attempt,10,549.9,80.505969
gpt4o,naming,author,10,532.6,54.920549
gpt4o,naming,baby,10,498,49.676733
gpt4o,naming,balloon,10,551.9,45.174846
gpt4o,naming,ban,10,490.3,57.226742
gpt4o,naming,bandage,10,563.2,55.208292
gpt4o,naming,basket,10,538.5,64.199775
gpt4o,naming,battle,10,533.7,41.809223
gpt4o,naming,bead,10,512.5,66.091267
gpt4o,naming,beer,10,511.9,51.223801
gpt4o,naming,beggar,10,567.4,27.035779
gpt4o,naming,belief,10,552.6,50.704372
gpt4o,naming,bitch,10,548.7,67.55911
gpt4o,naming,blame,10,517.6,65.970027
gpt4o,naming,bliss,10,536.9,51.971039
gpt4o,naming,blister,10,574.9,75.817691
gpt4o,naming,blood,10,515.8,54.627628
gpt4o,naming,blouse,10,562.6,80.697239
gpt4o,naming,boast,10,548.9,72.268712
gpt4o,naming,bondage,10,589.5,70.334518
gpt4o,naming,bonnet,10,579.9,41.205312
gpt4o,naming,bounce,10,530.9,71.35428
gpt4o,naming,bowel,10,569.2,79.549845
gpt4o,naming,bowl,10,504.9,59.246097
gpt4o,naming,bracket,10,566.9,81.441799
gpt4o,naming,breakfast,10,559,47.48099
gpt4o,naming,breast,10,556.9,73.579058
gpt4o,naming,bulge,10,535.2,77.955543
gpt4o,naming,button,10,535.7,45.716639
gpt4o,naming,camp,10,479.5,61.671621
gpt4o,naming,cancer,10,560.8,53.600995
gpt4o,naming,candle,10,532.6,60.716463
gpt4o,naming,candy,10,526.3,54.540607
gpt4o,naming,canoe,10,549.9,59.884055
gpt4o,naming,carcass,10,591.1,60.937947
gpt4o,naming,caress,10,573.8,44.554087
gpt4o,naming,carpet,10,528.5,44.662313
gpt4o,naming,carriage,10,581,51.196788
gpt4o,naming,castle,10,538.4,64.706517
gpt4o,naming,cattle,10,540.2,61.300353
gpt4o,naming,caution,10,592.6,60.113226
gpt4o,naming,cease,10,527.6,49.701777
gpt4o,naming,ceiling,10,573.3,66.939525
gpt4o,naming,chauffeur,10,607.2,102.579833
gpt4o,naming,chest,10,507.2,44.633819
gpt4o,naming,chew,10,538.6,46.005314
gpt4o,naming,child,10,503.5,50.800809
gpt4o,naming,chord,10,537.2,61.649187
gpt4o,naming,circuit,10,587.5,80.522254
gpt4o,naming,city,10,454,53.597264
gpt4o,naming,class,10,490.5,38.355791
gpt4o,naming,clergy,10,554.1,85.232297
gpt4o,naming,cloak,10,518.6,37.603782
gpt4o,naming,closure,10,558.1,83.695812
gpt4o,naming,clover,10,541.6,45.973906
gpt4o,naming,coffin,10,574.7,65.85177
gpt4o,naming,column,10,541.7,45.269686
gpt4o,naming,comb,10,503.6,49.884756
gpt4o,naming,compass,10,545.4,78.3556
gpt4o,naming,complex,10,572,61.69819
gpt4o,naming,concept,10,569.3,43.016922
gpt4o,naming,consent,10,552.5,78.466199
gpt4o,naming,console,10,567.7,56.525412
gpt4o,naming,contempt,10,581.1,88.316917
gpt4o,naming,context,10,534.3,55.200745
gpt4o,naming,contract,10,564,37.44329
gpt4o,naming,costume,10,587.5,87.408683
gpt4o,naming,cottage,10,564.1,65.032385
gpt4o,naming,cotton,10,529.3,42.242817
gpt4o,naming,couch,10,546.2,52.112698
gpt4o,naming,cough,10,544.5,77.080405
gpt4o,naming,county,10,570.2,80.795764
gpt4o,naming,courage,10,551.9,40.918483
gpt4o,naming,crab,10,486.3,68.355362
gpt4o,naming,cricket,10,578.1,93.568098
gpt4o,naming,crisis,10,588.8,51.098598
gpt4o,naming,crude,10,518.3,67.123518
gpt4o,naming,crystal,10,556.4,48.671689
gpt4o,naming,cuddle,10,548.5,59.089856
gpt4o,naming,culture,10,567.8,85.187114
gpt4o,naming,cure,10,531.9,65.730848
gpt4o,naming,curtain,10,544.7,79.181999
gpt4o,naming,cushion,10,545.8,63.815359
gpt4o,naming,dance,10,488.8,52.539509
gpt4o,naming,dandruff,10,596.8,101.345175
gpt4o,naming,dare,10,497.7,66.841521
gpt4o,naming,date,10,481.5,54.451303
gpt4o,naming,delight,10,563,77.137684
gpt4o,naming,desert,10,550,78.663842
gpt4o,naming,despair,10,567.6,86.639996
gpt4o,naming,dessert,10,556.4,59.74055
gpt4o,naming,device,10,536.7,63.75134
gpt4o,naming,dinner,10,521.7,52.089773
gpt4o,naming,disgust,10,562.3,88.427057
gpt4o,naming,doctor,10,503.6,51.338095
gpt4o,naming,doctrine,10,582.6,59.134874
gpt4o,naming,donkey,10,551.8,41.26015
gpt4o,naming,doom,10,525.4,49.062772
gpt4o,naming,doubt,10,526.7,63.906268
gpt4o,naming,dread,10,561.8,57.156316
gpt4o,naming,duty,10,528.7,71.172794
gpt4o,naming,ease,10,527.7,55.383612
gpt4o,naming,employ,10,536.2,76.119497
gpt4o,naming,escort,10,572.7,72.228111
gpt4o,naming,essence,10,544,96.814829
gpt4o,naming,excuse,10,518.9,77.015799
gpt4o,naming,faith,10,542.1,81.932832
gpt4o,naming,fame,10,478.6,43.426055
gpt4o,naming,farewell,10,572.7,80.39631
gpt4o,naming,fault,10,521.5,46.48835
gpt4o,naming,feat,10,482.9,61.866254
gpt4o,naming,fiction,10,585.9,58.276067
gpt4o,naming,figment,10,573.7,61.344292
gpt4o,naming,fire,10,498.1,65.386798
gpt4o,naming,flea,10,518.6,49.947083
gpt4o,naming,fleet,10,502.7,66.250451
gpt4o,naming,flourish,10,562.6,84.168086
gpt4o,naming,food,10,502,64.558328
gpt4o,naming,forehead,10,536,66.01515
gpt4o,naming,forge,10,587.2,59.829016
gpt4o,naming,fortress,10,591.7,75.733524
gpt4o,naming,fraud,10,560.6,75.670631
gpt4o,naming,freedom,10,537.8,68.674433
gpt4o,naming,function,10,561.7,60.973674
gpt4o,naming,fuss,10,511.1,45.678709
gpt4o,naming,gain,10,475.7,69.100651
gpt4o,naming,game,10,462.2,47.457115
gpt4o,naming,garbage,10,544,45.813632
gpt4o,naming,giraffe,10,601.9,88.968721
gpt4o,naming,gist,10,534.9,63.608962
gpt4o,naming,glacier,10,602.9,78.064717
gpt4o,naming,glee,10,520.2,84.861718
gpt4o,naming,gloom,10,574.8,38.542329
gpt4o,naming,goose,10,527.3,51.624822
gpt4o,naming,greed,10,530.5,74.932933
gpt4o,naming,grind,10,547.6,47.279782
gpt4o,naming,guilt,10,569.7,63.475367
gpt4o,naming,guitar,10,578.2,55.244507
gpt4o,naming,hall,10,475.9,59.932277
gpt4o,naming,ham,10,491.6,47.863695
gpt4o,naming,hammock,10,619.4,62.682977
gpt4o,naming,hand,10,476.4,69.399328
gpt4o,naming,handle,10,521.7,23.59402
gpt4o,naming,harvest,10,578.4,68.438456
gpt4o,naming,hate,10,468.2,65.567268
gpt4o,naming,head,10,497.2,64.683503
gpt4o,naming,health,10,543.2,39.982774
gpt4o,naming,heaven,10,568,85.120829
gpt4o,naming,hit,10,435.2,65.971037
gpt4o,naming,honey,10,537,46.499701
gpt4o,naming,hope,10,518.7,68.986392
gpt4o,naming,hostage,10,562.9,59.137223
gpt4o,naming,hostess,10,590.9,75.39297
gpt4o,naming,hurdle,10,570.1,44.041521
gpt4o,naming,husband,10,536.6,63.177352
gpt4o,naming,impress,10,566.6,46.702843
gpt4o,naming,incest,10,585,88.12239
gpt4o,naming,island,10,562.9,61.469866
gpt4o,naming,issue,10,558.8,46.606628
gpt4o,naming,item,10,532.3,57.12958
gpt4o,naming,jacket,10,541.9,39.83145
gpt4o,naming,jewel,10,549.2,49.680759
gpt4o,naming,jungle,10,550.1,92.553228
gpt4o,naming,junk,10,559.5,59.322565
gpt4o,naming,justice,10,535.4,37.671681
gpt4o,naming,kill,10,480,54.619899
gpt4o,naming,knock,10,523,52.873013
gpt4o,naming,knowledge,10,574.8,77.383317
gpt4o,naming,lace,10,527.8,73.314846
