source,word,foot_leg,hand_arm,head,mouth,torso
lanc,PREMARITAL,0.9,0.8,2.45,1.45,1.45
lanc,PRIME,0.578947368,1.210526316,1.210526316,0.789473684,0.736842105
lanc,PRIMITIVE,1.055555556,1.222222222,1.777777778,1.277777778,1.055555556
lanc,PROBATION OFFICER,0.9,1,2.65,1.85,0.65
lanc,PROHIBIT,0.882352941,1.764705882,2.058823529,2.588235294,0.882352941
lanc,PROP UP,1.736842105,2.894736842,2.052631579,0.473684211,1.894736842
lanc,PROTESTOR,1.947368421,2.368421053,3.315789474,3.263157895,1.736842105
lanc,PRUDISHNESS,0.5,1,2.333333333,1.333333333,0.666666667
lanc,PSYCHO,0.7,1.15,3.95,1.75,0.95
lanc,QUILL,0.375,2.125,1.1875,0.5,0.3125
lanc,REBUILD,1.8,3.3,1.75,0.75,1.5
lanc,RECONNECT,0.8,1.8,1.95,1.75,0.85
lanc,REEDUCATION,0.470588235,1.058823529,2.529411765,1.235294118,0.764705882
lanc,REGENERATE,0.888888889,1.333333333,1.666666667,0.888888889,0.888888889
lanc,REGRESSION,0.133333333,0.333333333,2.733333333,1,0.133333333
lanc,REINITIATE,0.470588235,1.470588235,1.470588235,1.235294118,0.294117647
lanc,RESIDUAL,0.375,0.8125,1.5625,0.75,0.4375
lanc,REVIVING,0.578947368,2.421052632,1.578947368,2.105263158,1.421052632
lanc,REWARD,0.444444444,1.666666667,2.944444444,1.388888889,0.444444444
lanc,REWASH,0.684210526,2.578947368,0.789473684,0.263157895,0.736842105
lanc,RHINO,0.4,0.85,2.85,0.35,0.3
lanc,RINGING,0.588235294,1.470588235,3.470588235,0.941176471,0.647058824
lanc,RIPEN,0,0.222222222,0.944444444,0.388888889,0.055555556
lanc,ROAMING,2.842105263,0.631578947,1.631578947,0.526315789,0.578947368
lanc,ROCKSTAR,1.222222222,1.888888889,2.5,2.166666667,1.444444444
lanc,SACREDNESS,0.631578947,1,2.052631579,1.210526316,0.894736842
lanc,SADLY,0.6,0.9,3.4,2.2,1.15
lanc,SAFFLOWER,0,1,1.4,0.9,0.2
lanc,SALTING,0.375,2.5625,1.6875,1.6875,0.25
lanc,SANDBLASTER,0.666666667,2.222222222,1.777777778,0.611111111,0.777777778
lanc,SCAPEGOAT,0.444444444,0.444444444,2.333333333,1.944444444,0.388888889
lanc,SCRUPULOUSLY,0.294117647,0.823529412,2.235294118,2.058823529,0.235294118
lanc,SEALER,0.235294118,2.176470588,1.058823529,0.352941176,0.117647059
lanc,SEEDER,1.214285714,2.285714286,1.5,0.428571429,1.071428571
lanc,SENILE,0.2,0.2,2.4,0.35,0.2
lanc,SEPTEMBER,0.222222222,0.222222222,1.5,0.222222222,0.222222222
lanc,SEXPLOITATION,1.235294118,1.705882353,3,1.647058824,2.117647059
lanc,SHARPENER,0.5,3.333333333,1.333333333,0.277777778,0.277777778
lanc,SHED,1.157894737,1.368421053,1.789473684,0.105263158,1
lanc,SHENANIGAN,1.894736842,2.052631579,2.157894737,1.631578947,1.473684211
lanc,SHIRTLESS,0.1,2.1,0.9,0.1,4.15
lanc,SHIVERING,2.555555556,2.888888889,1.333333333,1.222222222,3.222222222
lanc,SHUTTERBUG,0.285714286,2.571428571,3.285714286,0.5,0.357142857
lanc,SIEVE,0.785714286,2.214285714,1.428571429,0.5,0.785714286
lanc,SILLY,1,1.611111111,3.5,2.833333333,1.277777778
lanc,SILVERSMITH,0.764705882,1.764705882,1.352941176,0.352941176,0.588235294
lanc,SKIRTED,0.9375,0.8125,1.6875,0.6875,0.5
lanc,SLOUCH,1.1,1.35,0.95,0.35,4.1
lanc,SNIPPING,0.2,3.4,1.25,1.05,0.4
lanc,SNUFFBOX,0.166666667,1.5,2,1.916666667,0.333333333
lanc,SOLICITOR,0.9,1,2.9,2.25,0.5
lanc,SPANK,0.7,4.6,1.1,0.3,1.8
lanc,SPARE PARTS,0.368421053,2.473684211,1.789473684,0.368421053,0.578947368
lanc,SPECIALTY,0.888888889,1.111111111,2.111111111,0.888888889,0.666666667
lanc,SPINDLING,1.133333333,2.866666667,1.4,0.2,1
lanc,SPINOUT,1.411764706,1.411764706,0.941176471,0.529411765,1.235294118
lanc,STEREO,0.1,0.8,3,0.2,0.1
lanc,STEW,0.555555556,1.722222222,2.5,2.833333333,1.111111111
lanc,STREAMLINED,0.5,0.888888889,1.444444444,0.722222222,0.666666667
lanc,SUBSTITUTING,0.647058824,1.823529412,2.117647059,1.588235294,0.411764706
lanc,SUNDRESS,1.052631579,1.473684211,1.263157895,0.473684211,2.789473684
lanc,SUPERIORLY,0.941176471,1.411764706,2.529411765,2.176470588,0.823529412
lanc,SUPPOSITORY,1,0.882352941,0.470588235,0.294117647,2.764705882
lanc,SURPRISED,0.882352941,1.352941176,3.058823529,2.588235294,1.411764706
lanc,SUSTAINABLE,1.095238095,1.523809524,2.428571429,0.952380952,1.142857143
lanc,SWIFTLY,3.888888889,2.5,1.5,0.722222222,1.666666667
lanc,SYNCHRONIZED,1.952380952,2.095238095,2.523809524,1.714285714,1.666666667
lanc,SYNDICATION,0.466666667,0.6,1.933333333,0.666666667,0.533333333
lanc,TABLEWARE,0.25,2.05,0.85,0.95,0.25
lanc,TAKE,1.368421053,3.947368421,1.842105263,1.210526316,1.105263158
lanc,TALLER,2.8,1.35,2,0.25,2.5
lanc,TARPAPER,0.571428571,1.571428571,1,0.357142857,0.357142857
lanc,THICKHEADED,0.3,0.3,3.65,1.1,0.25
lanc,TIARA,0.3125,1.5,3.5,0.5,0.3125
lanc,TRACKER,0.5625,1.375,2.4375,1.1875,0.625
lanc,TRANQUIL,1.052631579,1.210526316,2.947368421,1.315789474,1.736842105
lanc,TUNNEL VISION,0.2,0.15,4.75,0.65,0.2
lanc,TURMOIL,0.882352941,1.235294118,2.470588235,1.705882353,1.058823529
lanc,TYPOGRAPHER,0.2,3.35,2.55,0.9,0.6
lanc,UNAMBIGUOUSLY,0.526315789,0.894736842,2.052631579,1.736842105,0.631578947
lanc,UNCONFORMITY,0.823529412,0.882352941,1.647058824,1.352941176,1.176470588
lanc,UNCONTROLLED,0.823529412,1.176470588,2.058823529,1.529411765,0.647058824
lanc,UNDERNUTRITION,1.388888889,1.555555556,2.277777778,2.5,1.833333333
lanc,UNDERSTANDINGLY,0,0.111111111,3.555555556,1.222222222,0.055555556
lanc,UNFOUNDEDLY,0.5625,0.6875,1.9375,0.8125,0.5
lanc,UNHEALTHFUL,0.5,0.65,1.2,1.65,0.95
lanc,UNINTERRUPTIBLE,0.5,0.9,2.4,2,0.3
lanc,UNKNOWABLY,0.3125,0.1875,3.25,0.9375,0.25
lanc,UNLOCKED,0.3,2.85,1.45,0.45,0.55
lanc,UNMANAGEABLY,0.75,1,1.9,0.85,0.55
lanc,UNPURIFIED,0.470588235,0.823529412,2,1.411764706,0.470588235
lanc,UNRUSHED,1.631578947,1.263157895,2.263157895,1.315789474,1.421052632
lanc,UNSKILLED,1.470588235,1.588235294,2.647058824,1.764705882,1.058823529
lanc,UNTHINKING,0.4,0.45,2.95,1.45,0.4
lanc,UNTIDY,0.842105263,1.368421053,2.473684211,0.842105263,0.684210526
lanc,UNTURNED,0.789473684,1.052631579,1.684210526,0.210526316,0.526315789
lanc,UNVEILING,0.947368421,2.105263158,2.315789474,1.052631579,1.157894737
lanc,UNVISITED,0.529411765,0.823529412,2,0.882352941,0.588235294
lanc,VALIANTLY,0.833333333,1,2.083333333,1,0.666666667
lanc,VENDINGMACHINE,0.684210526,2.421052632,1.105263158,0.578947368,0.368421053
lanc,VICIOUS,1.666666667,1.857142857,2.428571429,1.761904762,1.476190476
lanc,VILLA,1.058823529,0.764705882,1.647058824,0.411764706,0.647058824
