Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD
MANIFESTO,1.176470588,0.294117647,0.294117647,0.588235294,0.058823529,1.764705882,0.421052632,1.473684211,2.631578947,1.368421053,0.631578947,1.667156791,0.985184366,0.587867532,1.064120736,0.242535625,1.821037196,1.304513084,1.775400457,1.94965884,1.977948609,1.342076596
MEDIATE,3.5,0,0.25,1.35,0.1,2.4,0.80952381,1.619047619,3.047619048,3,1.095238095,1.820930936,0,0.716350399,1.78517285,0.307793506,1.569445091,1.364516311,1.687488977,1.82964998,2.073644135,1.513431925
MENOPAUSAL,0.823529412,0,0.117647059,3.647058824,0.294117647,0.823529412,0.95,0.7,2.15,1.1,2.25,1.380004263,0,0.332105582,1.966633433,0.848874688,1.50977209,1.791059669,1.525226472,2.109502311,1.586124041,2.173403831
METH,1.117647059,2.294117647,1.882352941,3.176470588,2.294117647,3.411764706,0.5,2.4,3,2.7,1.15,1.653872461,2.28486066,2.088131729,1.975958442,2.312052818,1.73417212,1.235441536,1.95744194,2.294157339,2.250146194,1.899445903
MICROBREW,0.375,3.4375,1,0.8125,1.8125,2.5,0.277777778,1.444444444,2.166666667,3.333333333,1.277777778,1.024695077,2.220172666,1.751190072,1.470544117,1.641899307,1.897366596,0.751903902,1.789584974,1.977818168,2.169304578,1.808657466
MISCELLANEOUS,1.666666667,0,0.277777778,0.611111111,0,1.722222222,0.75,1,2.1,1.2,0.65,1.748949264,0,0.460888599,1.334558261,0,2.080880909,1.409553867,1.589438828,1.713721712,1.542383664,1.424411236
MODERATION,1.470588235,0.352941176,0.588235294,1.529411765,0.117647059,2.647058824,1.3,1.75,2.85,1.95,1.25,1.462773353,0.785905248,1.003669737,1.771921523,0.332105582,1.538716042,2.028740859,2.022895267,2.033275812,1.986136159,1.970172314
MONOCHROME,0.466666667,0.6,0.933333333,0.866666667,0.666666667,3.533333333,0.444444444,0.5,2.277777778,0.277777778,0.166666667,0.743223353,1.183215957,1.437590577,1.407463101,1.175139303,1.597617273,1.338226316,1.465284554,2.108960032,0.95828005,0.514495755
MONOGAMIST,1.333333333,0,0.133333333,1.266666667,0.066666667,3,0.526315789,0.684210526,2.421052632,1.105263158,1.052631579,1.496026483,0,0.351865775,1.79151439,0.25819889,1.812653934,1.348596845,1.416279617,2.142578651,1.852767805,1.544656891
MUCKINESS,1.1875,0.375,2.4375,0.9375,1.8125,4.1875,1.352941176,1.352941176,1.882352941,0.588235294,0.470588235,1.682012683,0.718795288,1.965324401,1.611159003,1.600781059,1.376892637,1.729926894,1.617914416,1.833110503,1.175735064,1.124591429
MUNCHKIN,1,0.588235294,1.764705882,0.294117647,0.529411765,4,0.619047619,1.333333333,2.857142857,1,0.666666667,1.457737974,1.227743027,1.821037196,0.685994341,1.067570083,1.620185175,0.973457265,1.74164673,2.197401062,1.449137675,1.154700538
MYSTICAL,1.9375,0.1875,0.625,2,0.25,3,0.315789474,0.894736842,2.789473684,1.052631579,0.526315789,1.652018967,0.543905629,1.147460965,1.788854382,0.577350269,2,0.820069887,1.663154193,2.149391319,1.614988277,0.964274111
MYSTICALLY,1.466666667,0,0.533333333,2.066666667,0.066666667,2.933333333,0.157894737,0.842105263,2.789473684,0.894736842,0.315789474,1.505545305,0,1.407463101,1.980860804,0.25819889,1.980860804,0.374634325,1.25888654,2.043388998,1.328940131,0.582392725
NEGATIVE,2.4375,0.625,0.5625,2.6875,0.625,3,0.473684211,0.684210526,2.894736842,2.105263158,0.631578947,1.71148084,1.543804824,1.263262971,2.151549829,1.543804824,1.751190072,0.841191024,1.157230006,1.911797782,1.969058908,1.300022492
NEUROPSYCHIATRIC,1.941176471,0.352941176,0.882352941,2.411764706,0.235294118,2.588235294,0.090909091,0.363636364,3.727272727,0.454545455,0.181818182,1.951620744,1.05718828,1.615640467,2.1811357,0.664211164,1.804813825,0.301511345,1.206045378,2.053821272,1.213559752,0.404519917
NEWSREEL,2.05,0.55,1.25,0.85,0.65,3.05,0.15,1.3,2.75,0.25,0.15,1.848897253,1.276302225,1.409553867,1.424411236,1.424411236,1.791059669,0.489360485,1.809332532,2.099498687,0.716350399,0.489360485
NIGHT SHIFT,1.15,0.2,0.15,0.8,0.15,2.15,1.333333333,1.476190476,2.476190476,1.571428571,1.428571429,1.348488433,0.695852374,0.670820393,1.361114095,0.366347549,1.814415956,1.527525232,1.691716513,2.08851736,1.719634513,1.599106894
NIGHTSHIFT,0.842105263,0.210526316,0.368421053,1.210526316,0.368421053,3,1.714285714,1.80952381,2.952380952,0.952380952,1.238095238,1.118687619,0.713282504,1.011628298,1.512134157,1.211542924,2.054804668,1.847778589,1.9136104,2.036570413,1.160869953,1.546116487
NONUNION,2,0.5625,0.8125,1.3125,0.4375,2.9375,0.722222222,1.055555556,2.611111111,1.333333333,0.777777778,2.033060091,1.263262971,1.376892637,1.740450133,0.963932916,1.913765921,1.319784098,1.551933224,2.252812331,1.644956642,1.395604678
NOTEPAD,0.315789474,0,3.210526316,0,0.052631579,3.947368421,0.25,3.85,2.8,0.4,0.8,0.945905303,0,1.988269694,0,0.229415734,1.470966584,0.910465468,1.424411236,1.935812083,1.095445115,1.50787407
NUTRITIOUS,1.19047619,2.666666667,1.285714286,1.761904762,1.761904762,2.428571429,0.5,1.65,2.55,3.35,1.5,1.536848972,1.622754859,1.792842914,1.997617629,1.946914531,1.719634513,1.277332747,2.058998223,2.038446261,1.899445903,1.905670209
ORDEAL,2.266666667,0,0.333333333,1.666666667,0.066666667,3.066666667,1.052631579,1.210526316,2.894736842,2.052631579,0.947368421,1.94446712,0,0.899735411,1.877181271,0.25819889,1.79151439,1.71508614,1.843274483,2.051956704,2.172394588,1.649029486
OUTDATE,1,0.277777778,0.666666667,0.833333333,0.277777778,2.444444444,0.15,0.45,2.4,1,0.3,1.328422328,0.95828005,1.137592918,1.504893977,1.178511302,2.092626332,0.670820393,1.145931017,2.036508881,1.589438828,0.97872097
OUTRAGEOUSLY,2.25,0.2,0.55,1.6,0.25,2.7,0.95,1.6,2.85,2.25,1.1,1.773340588,0.615587011,1.316894273,1.569445091,0.638666374,1.866604009,1.700619082,2.062190966,1.78517285,2.149051198,1.83245593
OUTSTAND,1.647058824,0.235294118,0.588235294,1.058823529,0.176470588,2.058823529,1,1,1.666666667,1.666666667,1.055555556,1.93459222,0.562295715,1.064120736,1.784327192,0.392952624,1.886484437,1.714985851,1.495090003,1.748949264,1.782265577,1.513555309
OVAL,0.222222222,0,1.444444444,0.055555556,0.111111111,4.611111111,0.19047619,1.761904762,2.523809524,0.857142857,0.19047619,0.942809042,0,1.789584974,0.23570226,0.471404521,0.777544316,0.679635757,2.071346468,2.040074695,1.681835732,0.679635757
OVENWARE,0.4,0.066666667,3.533333333,0.333333333,0.066666667,3.933333333,0.333333333,2.5,2.055555556,0.277777778,0.055555556,0.91025899,0.25819889,1.552264091,0.899735411,0.25819889,1.486446706,1.028991511,2.229481607,2.12747357,0.751903902,0.23570226
OVERCOMPENSATE,1.166666667,0.111111111,0.833333333,1.611111111,0.222222222,2.055555556,1.2,1.3,2.05,1.35,0.95,1.504893977,0.323380833,1.339446769,1.883016631,0.427792632,1.954548909,1.542383664,1.559352092,1.986136159,1.78517285,1.394538218
OVEREAGER,1.944444444,0,0.111111111,2.166666667,0,2.444444444,1.05,1.05,2.75,1.95,0.85,2.071436621,0,0.471404521,2.036432867,0,2.120549935,1.791059669,1.637552731,1.970172314,1.959457497,1.496487115
OVEREXTENSION,0.777777778,0.055555556,1.277777778,2.5,0,1.944444444,2.05,2.45,1.75,0.9,1.45,1.308594017,0.23570226,1.67351534,2.007339474,0,2.042841799,1.904979624,2.064104241,1.831737743,1.618966532,1.877147893
PACED,0.894736842,0,0.368421053,1.052631579,0,2.894736842,3.238095238,1.476190476,2.142857143,1.428571429,1.380952381,1.410072372,0,0.955133866,1.470966584,0,1.594948165,1.578124263,1.569045813,1.681835732,1.832250763,1.4309504
PAD,0.111111111,0.222222222,2.444444444,0.444444444,0.166666667,2.055555556,0.85,2.25,1.25,0.45,1,0.323380833,0.942809042,1.822158456,1.199128224,0.707106781,1.893400993,1.565247584,2.022895267,1.802775638,1.190974833,1.521771821
PAINS,0.888888889,0,1.666666667,4.666666667,0,1,3.3,3.25,3.1,2.55,2.8,1.3234931,0,2.086370335,1.188177052,0,1.328422328,1.780005914,1.831737743,1.83245593,2.163695669,2.067289097
PARATROOPS,0.615384615,0,0.153846154,0.461538462,0.153846154,4,1.684210526,1.578947368,1.789473684,0.736842105,1.315789474,1.260850344,0,0.375533808,1.126601424,0.554700196,1.683250823,2.212405217,2.1938244,2.175084861,1.326738074,1.973508764
PASTA,0.25,5,2.3125,0.5625,3.375,3.6875,0,1.789473684,1.736842105,4.421052632,0.578947368,0.577350269,0,1.701714821,1.263262971,1.360147051,1.352466882,0,1.618605276,1.995609215,1.216360211,1.169795304
PASTIME,1.277777778,0.333333333,0.777777778,1.055555556,0.222222222,1.555555556,1.052631579,1.631578947,2.368421053,1.368421053,1.105263158,1.637988564,0.84016805,1.592465922,1.589384721,0.548318881,1.756407504,1.544656891,1.832136771,1.862212731,1.706540566,1.523692038
PATTERNED,1.368421053,0.421052632,1.473684211,0.368421053,0.315789474,3.789473684,0.45,1.1,1.85,0.75,0.6,1.801558779,1.169795304,1.806421295,1.164785451,1.157230006,1.781976037,1.276302225,1.803505359,2.207046133,1.551739262,1.391704748
PEACEMAKER,3.388888889,0.111111111,1.222222222,0.888888889,0.111111111,3.555555556,1,1.761904762,2.857142857,2.571428571,1,1.289728147,0.471404521,2.016273661,1.182663439,0.471404521,1.381483526,1.788854382,1.946914531,2.151411497,2.270934358,1.732050808
PEDIATRICIAN,2.25,0,0.85,0.2,0.05,3.7,1.45,2,3.15,2.35,1.4,1.773340588,0,1.598519051,0.894427191,0.223606798,1.592746717,1.959457497,2.077447827,1.755442664,2.109502311,1.759186415
PERCUSSION,4.705882353,0,1.705882353,1.529411765,0,2.588235294,0.95,3.05,2.45,0.7,1,0.587867532,0,2.084607454,1.662740474,0,1.905873275,1.35627198,2.064104241,2.089447169,1.417930293,1.337712108
PHONE COMPANY,2.6875,0,0.25,0.0625,0,3,0.157894737,1.789473684,2.210526316,2.578947368,0.315789474,1.740450133,0,0.683130051,0.25,0,1.549193338,0.501459857,2.043388998,1.902599023,2.219003517,0.749268649
PHONETICALLY,3.375,0.6875,0.8125,1.0625,0.875,2.1875,0.176470588,0.294117647,2.647058824,2.823529412,0.235294118,1.995828984,1.25,1.276388133,1.388944443,1.586400538,2.136000936,0.52859414,0.985184366,2.029198625,2.098669046,0.752446989
PHOTOENGRAVING,1,0.631578947,1.894736842,0.736842105,0.842105263,3.684210526,0.1,2.1,2.05,0.1,0.3,1.374368542,1.256561725,1.882514183,1.367971136,1.641921567,1.600438536,0.307793506,2.125038699,2.282081229,0.307793506,0.801314709
PIE,0.739130435,4.043478261,1.913043478,1.391304348,3.52173913,3.608695652,0.277777778,3,2.388888889,4.555555556,0.888888889,1.321754733,1.637022265,1.729767285,1.802501556,1.533550996,1.373089762,0.95828005,1.782265577,2.145827384,1.199128224,1.529663127
PINE,0.333333333,0.277777778,2.611111111,0.277777778,3.888888889,4.388888889,0.333333333,1.285714286,2.380952381,0.619047619,0.333333333,0.9701425,0.826442095,1.974510777,0.57451315,1.529663127,1.036900863,0.966091783,1.901127485,2.085094494,1.465475707,0.966091783
PLAINTIFF,2.888888889,0.055555556,1.111111111,0.222222222,0.277777778,3.444444444,1.142857143,1.333333333,2.619047619,2.19047619,1.142857143,1.906301898,0.23570226,2.025975114,0.646761667,0.95828005,1.616904167,1.930950913,1.906130461,2.178903175,2.135861597,1.930950913
POKER GAME,2.3125,0.0625,2.25,0.8125,0.1875,4.4375,0.157894737,2.894736842,3.052631579,2.157894737,0.421052632,1.662077014,0.25,1.879716291,1.376892637,0.403112887,0.892094913,0.374634325,2.183135789,2.067571958,2.141213516,0.768533197
POLLUTER,1.263157895,0.578947368,0.894736842,0.894736842,2.526315789,4.263157895,0.9,2.1,2.8,1.7,1,1.326738074,1.169795304,1.486783883,1.663154193,2.342088836,1.045737659,1.209610638,1.713721712,2.092593455,1.75018796,1.337712108
POMPOM,0.888888889,0,3,0.111111111,0,4.5,0.684210526,3.315789474,2.210526316,0.473684211,1,1.529663127,0,1.814970426,0.471404521,0,0.923548145,1.600438536,2.262069642,1.812884361,1.306752593,1.732050808
PONTOON,0.733333333,0.066666667,1.2,0.2,0.066666667,3.4,0.9375,1.1875,1.3125,0.3125,0.9375,1.032795559,0.25819889,1.656157342,0.560611911,0.25819889,1.91982142,1.569235483,1.600781059,1.537042615,0.87321246,1.52616076
POOCH,3,0.466666667,3.066666667,0.666666667,1.4,3.8,1.15,2.3,2.65,1.35,0.95,1.963961012,1.125462868,1.980860804,1.496026483,1.882247896,1.780850519,1.565247584,2.12998641,2.207046133,1.755442664,1.234376041
POSTING,0.578947368,0.263157895,1.105263158,0.736842105,0.263157895,2.210526316,0.7,2.05,1.55,1.05,0.8,1.261207071,1.147078669,1.791794161,1.367971136,1.147078669,2.149391319,1.380312703,1.820208201,1.791059669,1.394538218,1.361114095
POTHOOK,0.357142857,0.142857143,1.642857143,0.214285714,0.214285714,2.714285714,0.5,2.2,2,0.1,0.2,1.081817762,0.534522484,1.598419549,0.578934224,0.801783726,1.898524586,1.269295518,2.201009869,2,0.316227766,0.421637021
PREGNANCY,1,0.25,2.375,3.1875,0.25,4.375,1.052631579,0.842105263,2.052631579,0.947368421,2.421052632,1.414213562,0.774596669,1.857417562,2.104558544,0.577350269,0.957427108,1.778691286,1.641921567,2.040525102,1.432700799,2.456641553
PRETENSE,1.647058824,0,0,0.823529412,0,1.588235294,0.263157895,0.368421053,2.842105263,1.684210526,0.157894737,1.902011319,0,0,1.704233483,0,1.543487266,0.805681579,1.116070802,1.92247404,1.973508764,0.501459857
PRICKLING,0.736842105,0.473684211,2.421052632,2.263157895,0.421052632,1.473684211,1.45,2.65,1.35,0.45,1.35,1.284181766,1.123902974,1.835325871,1.820930936,1.121298329,1.576508838,2.064104241,2.254235779,1.87153188,1.394538218,1.926955603
PROCLAMATION,3.869565217,0.260869565,0.47826087,0.565217391,0.173913043,2,0.315789474,0.368421053,1.894736842,3.263157895,0.421052632,1.516705396,0.751809412,1.038773981,1.079818459,0.49102619,1.705605731,0.749268649,0.955133866,2.131633094,2.156182461,1.121298329
PRODUCTIVENESS,2.055555556,0,0.666666667,1.833333333,0,3.277777778,1.9,2.3,3.15,2,1.4,1.661757476,0,1.371988681,2.065116433,0,2.080880909,2.074912807,2.12998641,1.899445903,1.973508764,1.846761034
PROPHYLACTIC,0.333333333,0.266666667,1.933333333,1.2,0.333333333,2.533333333,0.5,2.5,1.8,2.5,1.7,0.899735411,0.798808637,1.94446712,1.698739028,0.6172134,1.995232413,0.707106781,1.715938357,1.932183566,1.649915823,1.636391694
PUNITIVE,1.8,0,0.333333333,1.2,0,2.6,0.4375,0.625,2.0625,1.4375,0.3125,1.521277659,0,0.816496581,1.373213125,0,1.764733893,1.093541647,1.310216267,2.048373338,2.032035105,0.602079729
PUT OFF,1.590909091,0.590909091,0.590909091,1.863636364,0.5,2.090909091,0.611111111,0.888888889,2,1.222222222,0.5,1.708775415,1.259595207,1.098010795,1.884661257,1.10194633,1.874873733,1.334558261,1.490711985,1.84709629,1.699673171,1.150447483
PYROTECHNICAL,2.705882353,0.705882353,1.176470588,1.294117647,1.352941176,3.823529412,0.8,2.05,2.55,0.7,0.75,1.961017143,1.531531337,1.590412451,1.649420576,1.366618842,1.776066374,1.151657844,1.932410548,2.211810404,1.260743306,1.251315098
RAKING,2.052631579,0.210526316,3.315789474,0.789473684,0.473684211,3.526315789,2.761904762,3.619047619,2.238095238,0.285714286,2.19047619,1.682382048,0.630603535,1.66842013,1.685854461,0.964274111,1.611363158,1.841324575,1.96153487,1.921061215,0.717137166,1.749829924
REDELIVERY,1.277777778,0,1,0.055555556,0.222222222,3.444444444,1.578947368,2.210526316,2.052631579,0.684210526,1,1.708303443,0,1.714985851,0.23570226,0.942809042,1.464168996,1.952656011,2.070398442,2.040525102,1.056862841,1.527525232
REDNECK,3.777777778,0.111111111,1.555555556,0.5,0.888888889,3.888888889,0.95,1.1,3.1,1.85,1.1,1.308594017,0.471404521,2.202197358,1.200490096,1.640978506,1.078609611,1.820208201,1.916685736,2.125038699,1.980829172,1.943951483
REFLEX,1.45,0.75,1.9,3.15,0.8,2.7,3.2,3.1,2.95,1.85,2.05,1.571958216,1.251315098,1.997366687,1.460893742,1.399247918,1.657518754,1.908430052,1.970840056,1.761428846,1.78517285,2.01246118
REFRESHMENT,1.434782609,3.956521739,1.869565217,2.565217391,2,2.391304348,0.333333333,1.222222222,2.333333333,3.666666667,0.888888889,1.829706558,1.521908517,1.86606898,2.041080083,2,1.876629727,0.685994341,1.699673171,2.196253494,1.878672873,1.567646752
REGIONAL,0.875,0.5,0.5,1.1875,0.25,3.0625,0.789473684,0.842105263,2.052631579,1.315789474,0.736842105,1.360147051,1.211060142,1.211060142,1.641899307,1,1.948289848,1.512134157,1.50048725,1.985326287,1.796683104,1.521771821
REGULATED,1.8125,0.5,0.625,1.0625,0.4375,2.75,0.631578947,1,2.526315789,1.210526316,0.736842105,1.869714773,1.414213562,1.204159458,1.569235483,0.892094913,1.807392228,1.422459775,1.598610508,1.925513526,1.781976037,1.521771821
REPORTABLE,2.684210526,0.263157895,0.315789474,0.263157895,0.105263158,2.842105263,0.333333333,0.904761905,2.380952381,2.952380952,0.619047619,1.454977342,0.733492806,0.945905303,0.805681579,0.315301768,1.833732014,0.966091783,1.609495632,1.96153487,2.036570413,1.532194194
REPUTED,2.470588235,0,0.352941176,0.764705882,0,1.588235294,0.5,0.6875,2.3125,2.0625,0.4375,1.699913493,0,0.996316746,1.251469724,0,1.697749375,1.316561177,1.352466882,1.579820665,1.948289848,1.209338662
RESTFUL,1.105263158,0.368421053,1,4.210526316,0.210526316,2.315789474,1.904761905,1.761904762,3.380952381,1.142857143,2.619047619,1.486783883,0.955133866,1.598610508,1.315672509,0.630603535,1.973508764,1.868281614,1.670471847,1.883512423,1.590148241,1.657594356
RESULTANT,1.083333333,0,0.083333333,0.5,0,1.833333333,0.470588235,0.705882353,2.058823529,1.235294118,0.294117647,1.831955405,0,0.288675135,1,0,2.167249339,1.007326105,1.490163828,1.886484437,1.821037196,0.848874688
REVOKE,2.75,0,0.5625,0.875,0.25,2.8125,0.523809524,2,2.142857143,2.333333333,0.571428571,1.732050808,0,1.31497782,1.408308678,1,1.641899307,1.077916862,1.897366596,1.878449208,2.105548226,1.075705748
RIDDANCE,2.047619048,0.428571429,0.857142857,1.666666667,0.523809524,2.428571429,0.529411765,1.058823529,1,0.588235294,0.294117647,1.935876816,1.121223821,1.424279266,2.033060091,1.364516311,1.989256861,1.124591429,1.819017188,1.658312395,1.175735064,0.685994341
RUGBY,2,0.304347826,1.826086957,1.086956522,0.391304348,3.652173913,4.176470588,3.941176471,3.235294118,1.411764706,2.764705882,1.507556723,1.019571327,1.898616097,1.621252139,0.782718482,1.799209313,1.629236559,1.675954513,2.107409896,2.032818964,2.332632948
RULE,2.444444444,0,0.333333333,0.722222222,0.055555556,2.5,0.65,1.35,1.95,1.4,0.85,2.280924019,0,0.766964989,1.319784098,0.23570226,2.176073096,1.348488433,1.926955603,1.820208201,1.818038272,1.424411236
RUNTIME,1.625,0,0.4375,0.375,0.1875,2.875,2.285714286,1.095238095,2.380952381,0.761904762,1,1.821171784,0,1.209338662,0.885061203,0.75,2.028957039,2.49284691,1.670471847,2.132514724,1.609495632,1.702938637
SANDBOX,0.45,0.1,2.55,0.65,0.25,3.4,2.571428571,2.952380952,2.428571429,0.666666667,1.619047619,0.759154655,0.447213595,1.904979624,1.182103388,0.550119604,1.902906364,1.832250763,1.774153051,1.690308509,1.016530045,1.802115159
SAUERKRAUT,0.411764706,4.176470588,2,0.529411765,3.294117647,3.588235294,0.2,1.85,2.5,3.7,0.85,0.795206226,1.333945938,1.903943276,1.124591429,1.611082939,1.460257834,0.523148364,1.78517285,2.090076805,2.202868943,1.308876577
SAVE,1.222222222,0,0.666666667,1.055555556,0,2.111111111,1.55,2.35,2.55,1.3,1.2,1.628985811,0,1.084652289,1.764760348,0,2.054804668,2.01246118,2.158825217,1.848897253,1.657518754,1.880649384
SCORELESS,2.4,0.2,0.35,0.45,0,3.35,1,1.238095238,2.333333333,1.142857143,0.619047619,1.846761034,0.894427191,1.089422831,0.998683344,0,1.814415956,1.673320053,1.70014005,1.879716291,1.621286967,1.499206139
SECTIONAL,0.578947368,0.315789474,2.263157895,0.315789474,0.157894737,4.052631579,1.238095238,1.80952381,2.428571429,0.571428571,1.142857143,1.070606758,0.945905303,1.995609215,0.749268649,0.501459857,1.35292622,1.445847914,1.9136104,2.087377028,0.978336781,1.352246808
SEEPED,0.866666667,0.466666667,2.066666667,0.466666667,0.733333333,3.533333333,0.529411765,1.058823529,1.823529412,0.764705882,0.588235294,1.407463101,0.915475416,1.907379154,1.125462868,1.099783528,1.807392228,1.178857872,1.519481336,1.91165158,1.521898969,1.325651893
SEISMIC,2.466666667,0.266666667,1.733333333,2.666666667,0.4,2.533333333,1.833333333,1.333333333,2.611111111,0.833333333,1.611111111,1.884776101,1.032795559,2.051712409,1.951800146,1.121223821,1.726543478,1.790497795,1.571810496,1.883016631,1.543487266,1.819466272
SERENDIPITOUS,1.470588235,0.176470588,0.294117647,2.823529412,0.294117647,2.294117647,0.733333333,1,3,1.533333333,0.666666667,1.58578242,0.52859414,0.771743633,1.776066374,0.985184366,1.531531337,1.387014608,1.309307341,1.732050808,1.597617273,1.112697281
SETTLING,0.866666667,0.066666667,0.4,2.066666667,0.066666667,2.933333333,1.157894737,1.263157895,2.473684211,1.684210526,1.105263158,1.187233679,0.25819889,0.91025899,1.907379154,0.25819889,1.869555588,1.7082531,1.880960312,2.195156817,1.887168119,1.448935887
SHANTY,1.466666667,0.6,1.733333333,1.133333333,0.866666667,3,1.117647059,1.470588235,1.882352941,0.352941176,0.941176471,1.846489591,0.985610761,1.709915063,1.552264091,1.187233679,1.690308509,1.576481563,1.972233729,1.96476312,0.70188821,1.519481336
SHIN,0.055555556,0,2.722222222,1.444444444,0,2.611111111,3.55,1,1,0.45,0.15,0.23570226,0,2.191039387,1.854159782,0,2.145827384,1.877147893,1.486783883,1.654340384,1.050062655,0.670820393
SINGLENESS,1,0.117647059,0.647058824,1.176470588,0.058823529,2.470588235,0.333333333,0.833333333,1.666666667,1.055555556,0.5,1.5,0.48507125,1.221739358,1.944070926,0.242535625,2.124783726,0.9701425,1.58113883,1.714985851,1.589384721,1.294785924
SKIPPING,1.578947368,0.157894737,2,1.157894737,0.157894737,3.368421053,4,1.523809524,2,0.523809524,1.666666667,1.67715995,0.501459857,1.855921454,1.462993806,0.501459857,1.862212731,1.843908891,1.631534481,2,0.980767435,1.653279569
SLEEPING BEAUTY,1.428571429,0.523809524,1.380952381,1,0.666666667,3.380952381,0.8,1.1,2.2,0.85,1.05,1.832250763,1.030487633,1.627150592,1.760681686,1.390443574,1.883512423,1.735086832,1.997366687,2.214782869,1.78517285,1.904979624
SMALL HOURS,0.461538462,0,0.230769231,1.692307692,0,1.384615385,0.666666667,0.733333333,1.933333333,1,1.133333333,0.967417922,0,0.832050294,2.2870875,0,1.609268029,1.496026483,1.624221425,2.250925735,1.812653934,1.641718032
SMARTCARD,1,0.526315789,2.368421053,0.842105263,0.578947368,3.052631579,0.1,2.55,1.8,0.2,0.15,1.527525232,1.020262551,1.673669499,1.50048725,1.121298329,1.544656891,0.307793506,2.258900524,2.015727634,0.523148364,0.489360485
SMELLINESS,0.2,0.25,0.35,0.8,4.6,0.65,0.619047619,0.80952381,3.904761905,1.476190476,0.714285714,0.523148364,0.550119604,1.089422831,1.436369693,1.273205652,1.039989878,1.465475707,1.400680107,1.445847914,1.939563034,1.309307341
SMOKEHOUSE,1.173913043,1.565217391,1.043478261,0.782608696,3.52173913,3.043478261,0.611111111,0.833333333,2.833333333,1.388888889,0.833333333,1.497032638,1.779327936,1.551487874,1.565436963,1.879786381,1.89444789,1.460817212,1.504893977,2.121320344,1.883016631,1.689065178
SNAKE CHARMER,1.904761905,0.523809524,1,1.047619048,0.523809524,3,0.5,2.2,2.7,1.9,0.8,1.640267109,1.123345344,1.483239697,1.716863142,1.209092537,1.816590212,0.827170192,2.19089023,2.028740859,2.245463262,1.196486083
SNATCHER,1.2,0,1.6,1.066666667,0.2,3.4,0.9,2.6,1.9,0.55,0.75,1.61245155,0,1.992844342,1.709915063,0.774596669,1.638814903,1.774082417,2.210025006,2.10012531,1.099042646,1.29269201
SNUFF,0.631578947,1.421052632,1.210526316,0.631578947,1.789473684,1.842105263,0.35,1.3,2.3,2.3,0.4,1.382852379,1.70996392,1.548438187,1.342076596,2.070398442,1.863782233,0.933302004,1.559352092,1.922169827,2.00262985,0.753937035
SOOTHSAYING,3.6875,0.4375,0.8125,1.5625,0.3125,2.5625,0.35,1.15,2.25,3.2,0.55,1.922455028,0.963932916,1.376892637,1.824600413,0.704154339,1.896268265,0.812727701,1.565247584,2.124419425,2.092593455,1.050062655
SPAMMER,1.368421053,0.473684211,0.421052632,0.736842105,0.315789474,3.947368421,0.333333333,1.571428571,3.142857143,1.476190476,0.428571429,1.535162905,1.172292202,1.070606758,1.557851272,0.749268649,1.580213917,0.966091783,1.912365775,2.080521913,1.569045813,1.075705748
SPASM,0.277777778,0,2.055555556,3.722222222,0,2.333333333,2.85,2.5,1.6,1,2.25,0.669113158,0,1.924217862,1.840893503,0,1.878672873,1.755442664,1.933091334,1.93036675,1.337712108,2.022895267
SPEARING,0.947368421,0,1.578947368,0.684210526,0,3.157894737,1.2,3.75,1.95,0.55,1.55,1.078769062,0,1.609547537,1.249561327,0,1.833732014,1.321880638,1.446411167,1.700619082,1.234376041,1.571958216
SPIRITLESSLY,1.421052632,0.421052632,0.736842105,2.368421053,0.421052632,1.684210526,1.3,1.35,2.5,1.75,1.25,1.502434671,0.96123702,1.367971136,1.862212731,0.901590537,1.733738144,1.719853115,1.78517285,1.960128889,2.022895267,1.712953743
SPLITTING,1.65,0.2,1.65,0.4,0.05,3.6,1.19047619,2.571428571,2.476190476,0.857142857,0.761904762,1.598519051,0.894427191,1.663066287,0.994722918,0.223606798,1.846761034,1.470341716,1.832250763,1.860619456,1.062342425,1.179184545
SPONGE,1.047619048,0.523809524,3.571428571,0.80952381,1.142857143,3.476190476,0.5,3,1.7,0.35,0.55,1.596126263,1.289148852,1.39897922,1.364516311,1.558387445,1.631534481,1.235441536,2,1.949358869,0.74515982,1.394538218
SQUEEZER,0.5,0.25,2.9375,0.8125,0.125,1.9375,1.157894737,3,1.157894737,0.736842105,1.473684211,1.414213562,1,2.14378948,1.223042654,0.5,1.913765921,1.740471133,2,1.675415633,1.446916463,1.611363158
STAMPING,1.777777778,0,2.666666667,0.666666667,0,3,1.15,2.85,1.35,0.25,0.4,1.733936547,0,2.057983022,1.328422328,0,1.814970426,1.843195166,2.084403234,1.424411236,0.716350399,0.994722918
STATICALLY,1.352941176,0.529411765,1.058823529,0.705882353,0.470588235,3.176470588,0.571428571,1.238095238,2.476190476,0.714285714,0.714285714,1.45521375,1.23073388,1.434860108,1.358524286,1.124591429,1.704233483,1.075705748,1.640267109,2.112322126,1.23056317,1.189237451
